"id","name","sex","age","height","weight","team","noc","games","year","season","city","sport","event","medal","medalist"
86020,"Mie stergaard Nielsen","F",15,184,67,"Denmark","DEN","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 200 metres Backstroke","None","No"
86020,"Mie stergaard Nielsen","F",15,184,67,"Denmark","DEN","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
86020,"Mie stergaard Nielsen","F",19,184,67,"Denmark","DEN","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
86020,"Mie stergaard Nielsen","F",19,184,67,"Denmark","DEN","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 100 metres Backstroke","None","No"
86020,"Mie stergaard Nielsen","F",19,184,67,"Denmark","DEN","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Bronze","Yes"
86053,"Winnie Nielsen (-Grnbech)","F",19,176,74,"Denmark","DEN","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 100 metres Breaststroke","None","No"
86053,"Winnie Nielsen (-Grnbech)","F",19,176,74,"Denmark","DEN","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 200 metres Breaststroke","None","No"
86060,"Susanne Schultz Nielsson (-Feldsgaard, -Hansen)","F",16,165,60,"Denmark","DEN","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 100 metres Breaststroke","None","No"
86060,"Susanne Schultz Nielsson (-Feldsgaard, -Hansen)","F",16,165,60,"Denmark","DEN","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 200 metres Breaststroke","None","No"
86060,"Susanne Schultz Nielsson (-Feldsgaard, -Hansen)","F",20,165,60,"Denmark","DEN","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Women's 100 metres Breaststroke","Bronze","Yes"
86060,"Susanne Schultz Nielsson (-Feldsgaard, -Hansen)","F",20,165,60,"Denmark","DEN","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Women's 200 metres Breaststroke","None","No"
86064,"Helga Niemann","F",16,170,55,"West Germany","FRG","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 400 metres Individual Medley","None","No"
86103,"Wickus Nienaber","M",19,191,85,"Swaziland","SWZ","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
86103,"Wickus Nienaber","M",23,191,85,"Swaziland","SWZ","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
86111,"Susanne Niesner","F",17,167,52,"Switzerland","SUI","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 100 metres Backstroke","None","No"
86111,"Susanne Niesner","F",17,167,52,"Switzerland","SUI","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 200 metres Backstroke","None","No"
86111,"Susanne Niesner","F",17,167,52,"Switzerland","SUI","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 200 metres Individual Medley","None","No"
86111,"Susanne Niesner","F",17,167,52,"Switzerland","SUI","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 400 metres Individual Medley","None","No"
86111,"Susanne Niesner","F",17,167,52,"Switzerland","SUI","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
86178,"Moniek Maria Nijhuis","F",24,179,66,"Netherlands","NED","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 100 metres Breaststroke","None","No"
86178,"Moniek Maria Nijhuis","F",24,179,66,"Netherlands","NED","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
86183,"Boris Nik'it'ini","M",22,176,72,"Soviet Union","URS","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
86197,"Elisabeth Nikiema","F",26,170,62,"Burkina Faso","BUR","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 50 metres Freestyle","None","No"
86207,"Joo Reynaldo ""Nikita"" Costa Lima Neto","M",21,175,67,"Brazil","BRA","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 100 metres Butterfly","None","No"
86207,"Joo Reynaldo ""Nikita"" Costa Lima Neto","M",21,175,67,"Brazil","BRA","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
86219,"Gabriela ikitina","F",18,179,63,"Latvia","LAT","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 50 metres Freestyle","None","No"
86220,"Inna Nikitina","F",18,170,59,"Ukraine","UKR","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 200 metres Breaststroke","None","No"
86243,"Volodymyr Nikolaichuk","M",21,188,77,"Ukraine","UKR","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 100 metres Backstroke","None","No"
86243,"Volodymyr Nikolaichuk","M",21,188,77,"Ukraine","UKR","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
86243,"Volodymyr Nikolaichuk","M",25,188,77,"Ukraine","UKR","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 100 metres Backstroke","None","No"
86243,"Volodymyr Nikolaichuk","M",25,188,77,"Ukraine","UKR","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 200 metres Backstroke","None","No"
86243,"Volodymyr Nikolaichuk","M",25,188,77,"Ukraine","UKR","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
86243,"Volodymyr Nikolaichuk","M",29,188,77,"Ukraine","UKR","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 100 metres Backstroke","None","No"
86243,"Volodymyr Nikolaichuk","M",29,188,77,"Ukraine","UKR","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 200 metres Backstroke","None","No"
86257,"Gennady Nikolayevich Nikolayev","M",24,190,84,"Soviet Union","URS","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
86283,"Aleksandar Nikolov","M",24,185,75,"Bulgaria","BUL","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 100 metres Freestyle","None","No"
86301,"Mariya Nikolova","F",17,165,59,"Bulgaria","BUL","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 100 metres Freestyle","None","No"
86301,"Mariya Nikolova","F",17,165,59,"Bulgaria","BUL","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 200 metres Individual Medley","None","No"
86301,"Mariya Nikolova","F",17,165,59,"Bulgaria","BUL","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 400 metres Individual Medley","None","No"
86372,"Herman Bernhard ""Bernt"" Nilsson","M",21,193,93,"Sweden","SWE","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 200 metres Breaststroke","None","No"
86412,"Malin Linda Maria Nilsson","F",18,181,NA,"Sweden","SWE","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Women's 200 metres Freestyle","None","No"
86412,"Malin Linda Maria Nilsson","F",18,181,NA,"Sweden","SWE","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Women's 400 metres Freestyle","None","No"
86412,"Malin Linda Maria Nilsson","F",18,181,NA,"Sweden","SWE","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
86412,"Malin Linda Maria Nilsson","F",22,181,NA,"Sweden","SWE","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 200 metres Freestyle","None","No"
86428,"Mari Christina Suzanne Nilsson","F",21,167,56,"Sweden","SWE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 200 metres Freestyle","None","No"
86428,"Mari Christina Suzanne Nilsson","F",21,167,56,"Sweden","SWE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
86449,"Ning Zetao","M",23,191,81,"China","CHN","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 50 metres Freestyle","None","No"
86449,"Ning Zetao","M",23,191,81,"China","CHN","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 100 metres Freestyle","None","No"
86449,"Ning Zetao","M",23,191,81,"China","CHN","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
86449,"Ning Zetao","M",23,191,81,"China","CHN","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
86454,"Ivana Ninkovi","F",16,171,60,"Bosnia and Herzegovina","BIH","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 100 metres Breaststroke","None","No"
86466,"Lukman ""Luki"" Niode","M",20,167,61,"Indonesia","INA","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 100 metres Freestyle","None","No"
86466,"Lukman ""Luki"" Niode","M",20,167,61,"Indonesia","INA","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 100 metres Backstroke","None","No"
86466,"Lukman ""Luki"" Niode","M",20,167,61,"Indonesia","INA","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 200 metres Backstroke","None","No"
86476,"Shlomit Nir","F",15,170,66,"Israel","ISR","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 100 metres Breaststroke","None","No"
86476,"Shlomit Nir","F",15,170,66,"Israel","ISR","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 200 metres Breaststroke","None","No"
86476,"Shlomit Nir","F",19,170,66,"Israel","ISR","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 100 metres Breaststroke","None","No"
86476,"Shlomit Nir","F",19,170,66,"Israel","ISR","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 200 metres Breaststroke","None","No"
86498,"Yoshimi Nishigawa (-Murayama)","F",15,171,64,"Japan","JPN","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
86498,"Yoshimi Nishigawa (-Murayama)","F",15,171,64,"Japan","JPN","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 200 metres Breaststroke","None","No"
86498,"Yoshimi Nishigawa (-Murayama)","F",15,171,64,"Japan","JPN","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 200 metres Individual Medley","None","No"
86498,"Yoshimi Nishigawa (-Murayama)","F",19,171,64,"Japan","JPN","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
86498,"Yoshimi Nishigawa (-Murayama)","F",19,171,64,"Japan","JPN","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 200 metres Individual Medley","None","No"
86498,"Yoshimi Nishigawa (-Murayama)","F",19,171,64,"Japan","JPN","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
86498,"Yoshimi Nishigawa (-Murayama)","F",23,171,64,"Japan","JPN","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 100 metres Backstroke","None","No"
86498,"Yoshimi Nishigawa (-Murayama)","F",23,171,64,"Japan","JPN","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 200 metres Backstroke","None","No"
86498,"Yoshimi Nishigawa (-Murayama)","F",23,171,64,"Japan","JPN","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
86517,"Yoshie Nishioka","F",14,171,56,"Japan","JPN","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 100 metres Breaststroke","None","No"
86517,"Yoshie Nishioka","F",14,171,56,"Japan","JPN","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 200 metres Breaststroke","None","No"
86517,"Yoshie Nishioka","F",14,171,56,"Japan","JPN","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 200 metres Individual Medley","None","No"
86517,"Yoshie Nishioka","F",14,171,56,"Japan","JPN","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 400 metres Individual Medley","None","No"
86517,"Yoshie Nishioka","F",14,171,56,"Japan","JPN","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
86525,"Ibrahim Nishwan","M",19,NA,NA,"Maldives","MDV","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 50 metres Freestyle","None","No"
86526,"Nedim Nii","M",24,198,84,"Bosnia and Herzegovina","BIH","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 100 metres Butterfly","None","No"
86528,"Annalisa Nisiro","F",15,164,50,"Italy","ITA","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 200 metres Breaststroke","None","No"
86535,"Dov Nisman","M",21,NA,NA,"Israel","ISR","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 400 metres Individual Medley","None","No"
86541,"Regina Nissen","F",15,169,53,"West Germany","FRG","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 100 metres Freestyle","None","No"
86541,"Regina Nissen","F",15,169,53,"West Germany","FRG","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 200 metres Freestyle","None","No"
86541,"Regina Nissen","F",15,169,53,"West Germany","FRG","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
86550,"Massimo Nistri","M",16,181,72,"Italy","ITA","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 200 metres Backstroke","None","No"
86555,"Carola Nitschke (-Beraktschjan)","F",14,172,62,"East Germany","GDR","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 100 metres Breaststroke","None","No"
86555,"Carola Nitschke (-Beraktschjan)","F",14,172,62,"East Germany","GDR","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 200 metres Breaststroke","None","No"
86555,"Carola Nitschke (-Beraktschjan)","F",14,172,62,"East Germany","GDR","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Gold","Yes"
86558,"Alexandra Hauka ""Sandy"" Nitta","F",15,155,52,"United States","USA","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Women's 200 metres Breaststroke","None","No"
86591,"Jackson Niyomugabo","M",20,180,71,"Rwanda","RWA","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 50 metres Freestyle","None","No"
86591,"Jackson Niyomugabo","M",24,180,71,"Rwanda","RWA","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 50 metres Freestyle","None","No"
86598,"Adriano Manuel Santos Niz","M",19,181,73,"Portugal","POR","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
86657,"No Ju-Hui","F",13,172,55,"South Korea","KOR","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 200 metres Breaststroke","None","No"
86657,"No Ju-Hui","F",17,172,55,"South Korea","KOR","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 200 metres Freestyle","None","No"
86657,"No Ju-Hui","F",17,172,55,"South Korea","KOR","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 400 metres Freestyle","None","No"
86666,"Lothar Noack","M",19,186,72,"East Germany","GDR","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 200 metres Backstroke","None","No"
86671,"Ute Noack","F",21,172,68,"Germany","GER","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Women's 100 metres Butterfly","None","No"
86675,"Beryl O. Noakes","F",18,174,66,"Great Britain","GBR","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
86679,"Patricia Noall (-Lauzon)","F",18,173,60,"Canada","CAN","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 200 metres Freestyle","None","No"
86679,"Patricia Noall (-Lauzon)","F",18,173,60,"Canada","CAN","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 400 metres Freestyle","None","No"
86679,"Patricia Noall (-Lauzon)","F",18,173,60,"Canada","CAN","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
86679,"Patricia Noall (-Lauzon)","F",18,173,60,"Canada","CAN","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Bronze","Yes"
86697,"Ana Sofia Nbrega","F",25,174,70,"Angola","ANG","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 100 metres Freestyle","None","No"
86705,"Melanie Nocher","F",20,179,67,"Ireland","IRL","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 200 metres Freestyle","None","No"
86705,"Melanie Nocher","F",20,179,67,"Ireland","IRL","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 200 metres Backstroke","None","No"
86705,"Melanie Nocher","F",24,179,67,"Ireland","IRL","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 100 metres Backstroke","None","No"
86705,"Melanie Nocher","F",24,179,67,"Ireland","IRL","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 200 metres Backstroke","None","No"
86707,"Peter Nocke","M",20,NA,NA,"West Germany","FRG","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 100 metres Freestyle","Bronze","Yes"
86707,"Peter Nocke","M",20,NA,NA,"West Germany","FRG","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 200 metres Freestyle","None","No"
86707,"Peter Nocke","M",20,NA,NA,"West Germany","FRG","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
86707,"Peter Nocke","M",20,NA,NA,"West Germany","FRG","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Bronze","Yes"
86724,"Fabien Nol","M",17,191,74,"France","FRA","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
86724,"Fabien Nol","M",21,191,74,"France","FRA","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 200 metres Freestyle","None","No"
86724,"Fabien Nol","M",21,191,74,"France","FRA","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
86852,"Ana Mara Norbis Palmieri","F",21,158,59,"Uruguay","URU","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 100 metres Breaststroke","None","No"
86852,"Ana Mara Norbis Palmieri","F",21,158,59,"Uruguay","URU","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 200 metres Breaststroke","None","No"
86852,"Ana Mara Norbis Palmieri","F",21,158,59,"Uruguay","URU","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
86857,"Kathleen Nord (-Schwartz)","F",22,176,65,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 200 metres Butterfly","Gold","Yes"
86857,"Kathleen Nord (-Schwartz)","F",22,176,65,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 400 metres Individual Medley","None","No"
86875,"Sara Maria Evelina Nordenstam","F",25,169,70,"Norway","NOR","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 200 metres Breaststroke","Bronze","Yes"
86875,"Sara Maria Evelina Nordenstam","F",25,169,70,"Norway","NOR","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 200 metres Individual Medley","None","No"
86875,"Sara Maria Evelina Nordenstam","F",25,169,70,"Norway","NOR","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 400 metres Individual Medley","None","No"
86875,"Sara Maria Evelina Nordenstam","F",29,169,70,"Norway","NOR","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 200 metres Breaststroke","None","No"
86875,"Sara Maria Evelina Nordenstam","F",29,169,70,"Norway","NOR","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 400 metres Individual Medley","None","No"
86913,"Bengt-Olof Nordwall (-Signahl)","M",19,180,75,"Sweden","SWE","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 100 metres Freestyle","None","No"
86913,"Bengt-Olof Nordwall (-Signahl)","M",19,180,75,"Sweden","SWE","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
86913,"Bengt-Olof Nordwall (-Signahl)","M",23,180,75,"Sweden","SWE","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Men's 100 metres Freestyle","None","No"
86913,"Bengt-Olof Nordwall (-Signahl)","M",23,180,75,"Sweden","SWE","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
86927,"Helen Pamela Norfolk","F",19,170,60,"New Zealand","NZL","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 200 metres Backstroke","None","No"
86927,"Helen Pamela Norfolk","F",19,170,60,"New Zealand","NZL","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 200 metres Individual Medley","None","No"
86927,"Helen Pamela Norfolk","F",19,170,60,"New Zealand","NZL","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 400 metres Individual Medley","None","No"
86927,"Helen Pamela Norfolk","F",22,170,60,"New Zealand","NZL","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","None","No"
86927,"Helen Pamela Norfolk","F",22,170,60,"New Zealand","NZL","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Women's 200 metres Individual Medley","None","No"
86927,"Helen Pamela Norfolk","F",22,170,60,"New Zealand","NZL","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Women's 400 metres Individual Medley","None","No"
86927,"Helen Pamela Norfolk","F",26,170,60,"New Zealand","NZL","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","None","No"
86927,"Helen Pamela Norfolk","F",26,170,60,"New Zealand","NZL","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 200 metres Individual Medley","None","No"
86927,"Helen Pamela Norfolk","F",26,170,60,"New Zealand","NZL","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 400 metres Individual Medley","None","No"
86928,"Jill Rosemary Norfolk (-Whyman)","F",17,165,61,"Great Britain","GBR","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Women's 100 metres Backstroke","None","No"
86928,"Jill Rosemary Norfolk (-Whyman)","F",17,165,61,"Great Britain","GBR","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
86935,"Javier Noriega Sanz","M",24,181,71,"Spain","ESP","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 50 metres Freestyle","None","No"
86935,"Javier Noriega Sanz","M",28,181,71,"Spain","ESP","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 50 metres Freestyle","None","No"
86941,"Ulf Anders Norling","M",20,181,70,"Sweden","SWE","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
86941,"Ulf Anders Norling","M",20,181,70,"Sweden","SWE","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 200 metres Breaststroke","None","No"
86941,"Ulf Anders Norling","M",20,181,70,"Sweden","SWE","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
86985,"Justin Neville Norris","M",20,185,82,"Australia","AUS","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 200 metres Butterfly","Bronze","Yes"
86985,"Justin Neville Norris","M",20,185,82,"Australia","AUS","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 400 metres Individual Medley","None","No"
86985,"Justin Neville Norris","M",24,185,82,"Australia","AUS","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 200 metres Butterfly","None","No"
86985,"Justin Neville Norris","M",24,185,82,"Australia","AUS","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 200 metres Individual Medley","None","No"
86985,"Justin Neville Norris","M",24,185,82,"Australia","AUS","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 400 metres Individual Medley","None","No"
87006,"Douglas Dale ""Doug"" Northway","M",17,180,65.5,"United States","USA","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 1,500 metres Freestyle","Bronze","Yes"
87006,"Douglas Dale ""Doug"" Northway","M",21,180,65.5,"United States","USA","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold","Yes"
87074,"D. Sean Nottage","M",19,188,77,"Bahamas","BAH","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 100 metres Freestyle","None","No"
87074,"D. Sean Nottage","M",19,188,77,"Bahamas","BAH","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 200 metres Freestyle","None","No"
87074,"D. Sean Nottage","M",19,188,77,"Bahamas","BAH","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 100 metres Butterfly","None","No"
87085,"Sharif Nour","M",20,186,80,"Egypt","EGY","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
87085,"Sharif Nour","M",20,186,80,"Egypt","EGY","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 100 metres Backstroke","None","No"
87085,"Sharif Nour","M",20,186,80,"Egypt","EGY","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
87128,"Patrick Novaretti","M",19,NA,NA,"Monaco","MON","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 200 metres Freestyle","None","No"
87128,"Patrick Novaretti","M",19,NA,NA,"Monaco","MON","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 400 metres Freestyle","None","No"
87128,"Patrick Novaretti","M",19,NA,NA,"Monaco","MON","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 400 metres Individual Medley","None","No"
87156,"Yevgeny Mikhaylovich Novikov","M",19,178,79,"Soviet Union","URS","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Men's 400 metres Freestyle","None","No"
87156,"Yevgeny Mikhaylovich Novikov","M",19,178,79,"Soviet Union","URS","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
87185,"Nora Novotny","F",21,163,56,"Austria","AUT","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Women's 100 metres Freestyle","None","No"
87192,"Karel Novy","M",20,197,82,"Switzerland","SUI","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 100 metres Freestyle","None","No"
87192,"Karel Novy","M",20,197,82,"Switzerland","SUI","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
87192,"Karel Novy","M",24,197,82,"Switzerland","SUI","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 50 metres Freestyle","None","No"
87192,"Karel Novy","M",24,197,82,"Switzerland","SUI","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 100 metres Freestyle","None","No"
