"id","health1","health2","health3","mcdonalds","chipotle","shake_shack","gender","age","marital_status","location","duration","rank_chipotle","rank_mcdonalds","rank_shake_shack"
640,2,1,1,1,4,1,"Female","40-49","never married","Manhattan",123.225511445933,3,1,2
641,6,2,4,2,2,6,"Female","30-39","never married","Manhattan",202.642831782841,2,1,3
642,3,1,1,3,3,5,"Female","40-49","never married","Queens",238.190111393042,2,1,3
643,3,1,2,2,1,4,"Male","40-49","married","Manhattan",146.926298222302,1,2,3
644,2,2,2,6,6,2,"Female","30-39","never married","Manhattan",144.987591499269,3,2,1
645,4,2,4,4,5,2,"Female","30-39","married","Queens",178.442101771785,3,2,1
646,4,1,2,1,3,2,"Male","40-49","never married","Manhattan",145.715891858329,3,1,2
647,5,2,3,2,2,6,"Female","18-29","never married","Manhattan",196.677538647805,2,1,3
648,3,1,1,1,3,3,"Female","30-39","never married","Manhattan",253.350811864489,2,1,3
649,5,1,4,5,5,4,"Female","40-49","separated","Queens",179.336384937283,3,2,1
650,4,1,2,2,1,4,"Male","50-59","separated","Manhattan",231.99407215101,1,2,3
651,1,1,1,2,5,4,"Female","18-29","never married","Queens",110.271363859197,3,1,2
652,2,1,2,2,7,3,"Female","30-39","never married","Manhattan",225.280678012062,3,1,2
653,4,2,2,2,4,7,"Female","18-29","married","Manhattan",204.690592285648,2,1,3
654,4,2,3,2,7,1,"Male","40-49","married","Manhattan",175.638496007241,3,2,1
655,7,4,6,5,3,4,"Female","50-59","never married","Queens",136.826729634608,1,3,2
656,3,1,2,6,5,5,"Male","50-59","never married","New Jersey",186.208570769888,1,3,2
657,7,1,2,1,4,6,"Female","18-29","separated","Brooklyn",156.275044850543,2,1,3
658,4,4,4,5,3,2,"Female","30-39","married","Manhattan",240.598706273507,2,3,1
659,6,2,2,1,5,5,"Male","18-29","never married","Queens",255.023491683076,2,1,3
660,3,2,3,7,7,4,"Female","40-49","married","Manhattan",247.517420718605,3,2,1
661,7,2,3,1,3,6,"Male","30-39","married","Manhattan",404.549190304357,2,1,3
662,3,1,1,3,3,7,"Male","18-29","married","New Jersey",211.474280552852,2,1,3
663,7,1,2,1,5,1,"Female","30-39","never married","Manhattan",165.289201326623,3,1,2
664,6,2,5,5,5,6,"Male","40-49","never married","Manhattan",132.275575568034,2,1,3
665,5,2,3,2,3,4,"Male","50-59","married","Manhattan",320.068395871475,2,1,3
666,2,2,2,4,2,5,"Female","40-49","never married","Manhattan",210.521127672612,1,2,3
667,7,1,2,3,5,4,"Male","40-49","never married","Queens",144.631386135401,3,1,2
668,5,2,2,1,1,4,"Female","18-29","divorced","Brooklyn",183.366523518267,2,1,3
669,3,2,3,5,1,5,"Female","40-49","never married","Queens",234.364506470948,1,2,3
670,6,4,4,6,2,1,"Female","30-39","married","Queens",163.261399664664,2,3,1
671,5,4,5,7,7,5,"Female","30-39","married","New Jersey",215.021542500146,3,2,1
672,4,2,4,4,1,4,"Female","40-49","never married","New Jersey",240.212457729384,1,2,3
673,5,3,4,5,5,1,"Female","50-59","separated","Brooklyn",232.874044946236,3,2,1
674,1,1,1,1,7,6,"Female","40-49","never married","Brooklyn",152.383783659209,3,1,2
675,4,1,2,2,7,4,"Female","30-39","married","Queens",378.177631379658,3,1,2
676,3,1,1,3,2,7,"Male","30-39","married","New Jersey",117.265429483259,1,2,3
677,1,1,1,1,1,4,"Female","30-39","never married","Manhattan",161.400007678666,2,1,3
678,1,1,1,3,4,5,"Female","40-49","never married","Queens",129.921186601164,2,1,3
679,2,2,2,4,5,2,"Male","50-59","never married","Queens",200.104736189301,3,2,1
680,6,5,6,4,6,5,"Male","30-39","never married","Manhattan",118.841598324607,3,1,2
681,6,1,3,2,5,7,"Female","40-49","married","Brooklyn",263.260991784743,2,1,3
682,1,1,1,5,5,2,"Female","50-59","married","Manhattan",147.098336368719,3,2,1
683,7,3,5,6,4,2,"Female","40-49","never married","Manhattan",192.114540741582,2,3,1
684,3,1,2,1,3,1,"Male","30-39","married","Brooklyn",151.483797910911,3,1,2
685,4,1,4,7,4,5,"Female","30-39","never married","Manhattan",181.65295757082,1,3,2
686,2,1,2,7,7,5,"Female","50-59","never married","Brooklyn",240.231769296214,3,2,1
687,4,1,1,3,4,4,"Female","40-49","married","Manhattan",157.316341536292,2,1,3
688,4,3,4,4,5,2,"Male","18-29","never married","New Jersey",173.747767677797,3,2,1
689,2,2,2,4,1,5,"Female","30-39","married","Manhattan",347.565164463962,1,2,3
690,6,1,3,1,3,7,"Male","30-39","never married","Queens",129.275709884959,2,1,3
691,2,1,1,3,3,2,"Male","40-49","never married","New Jersey",208.004205213795,3,2,1
692,4,2,3,5,3,4,"Female","30-39","married","Queens",302.623432103225,1,3,2
693,5,1,1,3,6,5,"Female","30-39","never married","Manhattan",146.09531217741,3,1,2
694,2,2,2,7,6,3,"Female","30-39","divorced","Queens",260.333422263077,2,3,1
695,7,3,4,2,7,6,"Male","30-39","never married","Manhattan",192.879024385279,3,1,2
696,3,3,3,7,4,5,"Male","40-49","never married","Queens",302.840519223234,1,3,2
697,7,5,5,5,6,4,"Male","18-29","never married","Queens",204.839022932573,3,2,1
698,1,1,1,5,5,6,"Male","40-49","married","Manhattan",166.473653965113,2,1,3
699,3,1,1,3,5,1,"Male","30-39","never married","Manhattan",249.617109309405,3,2,1
700,2,1,1,2,7,5,"Female","40-49","married","Manhattan",194.734331385062,3,1,2
701,1,1,1,3,4,5,"Male","40-49","married","Brooklyn",153.381748396431,2,1,3
702,5,4,5,4,3,1,"Female","40-49","never married","Manhattan",206.031874905344,2,3,1
703,6,2,5,5,1,3,"Female","30-39","never married","Manhattan",291.247412089536,1,3,2
704,4,2,2,1,4,7,"Female","18-29","divorced","New Jersey",208.019626982003,2,1,3
705,7,3,6,5,4,4,"Female","18-29","separated","Manhattan",220.16218239107,1,3,2
706,4,1,2,1,3,2,"Female","50-59","married","Manhattan",117.337238416543,3,1,2
707,7,2,7,7,6,3,"Female","18-29","never married","Manhattan",335.678205636705,2,3,1
708,5,2,5,7,1,1,"Male","30-39","never married","Manhattan",191.706791303919,1,3,2
709,4,2,3,2,4,6,"Female","50-59","divorced","Brooklyn",276.938125578821,2,1,3
710,7,5,7,4,4,3,"Female","30-39","never married","Manhattan",184.065777434672,3,2,1
711,3,2,3,7,5,5,"Male","30-39","married","Manhattan",246.412290640998,1,3,2
712,2,1,1,2,2,5,"Female","30-39","never married","Manhattan",191.628394178,2,1,3
713,7,1,1,3,3,3,"Female","40-49","never married","Queens",171.234049817547,2,1,3
714,7,2,4,2,4,3,"Male","18-29","never married","Queens",162.530492758606,3,1,2
715,1,1,1,4,1,1,"Male","40-49","never married","Brooklyn",239.710003454521,1,3,2
716,7,1,3,2,6,6,"Female","18-29","never married","Brooklyn",214.714145876764,2,1,3
717,1,1,1,6,5,5,"Female","30-39","never married","Brooklyn",185.891916417364,1,3,2
718,6,1,1,3,3,6,"Male","18-29","married","Queens",210.568319621111,2,1,3
719,1,1,1,2,5,1,"Male","40-49","never married","Queens",202.393021792492,3,2,1
720,2,1,1,1,4,5,"Male","40-49","separated","Queens",132.901832751642,2,1,3
721,4,2,2,2,5,1,"Female","18-29","never married","Brooklyn",165.809351207849,3,2,1
722,2,1,2,4,2,4,"Female","40-49","never married","Manhattan",233.833144535818,1,2,3
723,3,1,2,6,4,2,"Male","40-49","never married","Manhattan",194.561915687596,2,3,1
724,5,3,4,6,3,7,"Female","30-39","never married","Manhattan",223.123700887832,1,2,3
725,5,1,1,3,2,2,"Male","40-49","married","Queens",120.218812162335,1,3,2
726,7,2,3,1,4,3,"Female","40-49","never married","Queens",266.652511106341,3,1,2
727,3,2,2,1,6,4,"Female","40-49","married","New Jersey",193.129647429687,3,1,2
728,1,1,1,1,3,2,"Female","18-29","married","Manhattan",172.665903475171,3,1,2
729,3,1,2,2,2,2,"Female","50-59","married","Manhattan",179.671470490566,2,1,3
730,1,1,1,6,3,1,"Female","50-59","never married","New Jersey",342.339119698233,2,3,1
731,5,3,4,5,3,2,"Male","40-49","never married","Queens",200.245275261484,2,3,1
732,3,1,1,3,2,2,"Female","30-39","never married","Queens",328.548175361645,1,3,2
733,7,4,5,6,1,4,"Female","30-39","never married","Brooklyn",139.967225224238,1,3,2
734,7,4,5,6,6,5,"Male","40-49","married","Manhattan",293.477621284122,3,2,1
735,1,1,1,2,6,6,"Female","18-29","married","Manhattan",157.192731039428,2,1,3
736,6,1,1,3,6,6,"Female","50-59","never married","Brooklyn",129.793079276763,2,1,3
737,2,1,1,2,3,7,"Female","50-59","married","Manhattan",284.868553696625,2,1,3
738,6,2,5,7,1,2,"Male","30-39","never married","Manhattan",218.743951151051,1,3,2
739,5,2,5,7,2,4,"Female","30-39","married","Queens",245.293458399477,1,3,2
740,3,1,2,2,5,7,"Female","18-29","never married","Brooklyn",225.372927080524,2,1,3
741,1,1,1,4,5,5,"Female","30-39","never married","New Jersey",280.867188907069,2,1,3
742,1,1,1,2,4,3,"Female","18-29","never married","Queens",196.401151437163,3,1,2
743,4,2,4,5,6,5,"Female","50-59","never married","Manhattan",179.424362271505,3,1,2
744,2,2,2,5,4,4,"Female","40-49","never married","Manhattan",107.374580205278,1,3,2
745,3,2,3,7,5,7,"Male","30-39","never married","Manhattan",159.081185265079,1,2,3
746,2,1,2,6,5,7,"Male","40-49","married","Manhattan",157.486766731011,1,2,3
747,6,2,5,5,5,7,"Male","40-49","married","Queens",276.354325290805,2,1,3
748,7,5,5,6,2,7,"Female","30-39","never married","New Jersey",99.2027970607944,1,2,3
749,5,2,5,7,3,2,"Female","50-59","divorced","Manhattan",192.857488304881,2,3,1
750,5,2,3,2,4,2,"Male","30-39","never married","Manhattan",275.344899014974,3,1,2
751,3,1,2,2,4,2,"Male","50-59","married","Manhattan",161.885905325072,3,1,2
752,6,2,5,5,3,4,"Male","18-29","married","Manhattan",243.041079732469,1,3,2
753,2,2,2,5,1,6,"Female","40-49","never married","Brooklyn",198.524554470147,1,2,3
754,2,1,2,2,5,5,"Male","40-49","never married","Brooklyn",148.771339087477,2,1,3
755,7,5,7,4,6,3,"Female","18-29","married","Queens",282.516148012028,3,2,1
756,5,2,3,2,5,4,"Female","40-49","married","Queens",187.773053655226,3,1,2
757,2,2,2,4,1,6,"Male","30-39","married","Queens",190.57442629272,1,2,3
758,7,1,1,3,6,2,"Female","18-29","married","Manhattan",222.637981762598,3,2,1
759,7,1,1,3,4,6,"Female","40-49","married","Manhattan",275.005943883477,2,1,3
760,4,1,2,1,7,5,"Female","40-49","married","Manhattan",319.494784229273,3,1,2
761,7,5,7,7,4,7,"Female","18-29","never married","Manhattan",125.716404405863,1,2,3
762,3,3,3,4,4,6,"Female","18-29","married","Brooklyn",249.113007856896,2,1,3
763,2,1,1,3,3,3,"Male","40-49","never married","Queens",176.636789785974,2,1,3
764,7,1,3,1,7,4,"Female","30-39","married","New Jersey",231.085822889647,3,1,2
765,5,2,2,1,3,6,"Male","30-39","separated","Manhattan",190.086575329238,2,1,3
766,6,1,1,3,7,2,"Male","30-39","never married","Manhattan",235.259449680332,3,2,1
767,5,2,4,6,6,6,"Female","50-59","married","Manhattan",191.455509513867,2,1,3
768,6,1,4,2,5,4,"Female","30-39","married","Queens",209.329294999607,3,1,2
769,5,4,4,5,7,5,"Female","18-29","married","Manhattan",246.459567815532,3,1,2
770,6,1,2,1,6,4,"Female","18-29","married","Manhattan",214.263402381367,3,1,2
771,1,1,1,4,3,3,"Female","40-49","married","Queens",332.411667694816,1,3,2
772,2,2,2,5,7,5,"Female","18-29","never married","Queens",188.223766222439,3,1,2
773,7,3,7,4,5,4,"Female","18-29","never married","New Jersey",144.443978610025,3,1,2
774,3,2,3,4,4,5,"Female","40-49","never married","Manhattan",165.827088155399,2,1,3
775,6,4,4,6,5,7,"Female","30-39","never married","Manhattan",265.937912095021,1,2,3
776,6,1,1,3,1,2,"Female","30-39","married","Manhattan",230.382581143619,1,3,2
777,4,1,3,2,7,4,"Male","50-59","never married","Queens",188.860872452885,3,1,2
778,2,1,1,3,4,6,"Female","40-49","never married","New Jersey",230.300171426894,2,1,3
779,4,2,3,2,4,7,"Female","40-49","married","New Jersey",313.823432520788,2,1,3
780,4,1,4,4,5,1,"Male","30-39","married","Manhattan",211.608331265495,3,2,1
781,5,3,5,4,4,6,"Female","18-29","married","New Jersey",168.562640820861,2,1,3
782,6,1,4,2,4,4,"Male","40-49","married","Queens",138.561927183188,2,1,3
783,7,1,4,2,3,7,"Female","18-29","never married","Manhattan",249.019787425269,2,1,3
784,7,1,3,1,5,1,"Female","50-59","never married","Manhattan",153.272155331591,3,1,2
785,4,1,2,2,2,3,"Male","40-49","never married","Manhattan",150.207415303446,2,1,3
786,3,2,3,5,6,4,"Female","40-49","never married","Manhattan",125.639255305533,3,2,1
787,1,1,1,3,5,5,"Male","40-49","married","Manhattan",203.84938554293,2,1,3
788,3,3,3,7,4,2,"Female","40-49","never married","New Jersey",234.767155563896,2,3,1
789,6,2,2,1,3,5,"Male","40-49","married","Manhattan",133.112355319027,2,1,3
790,7,1,1,3,7,5,"Male","18-29","married","Manhattan",379.689344897409,3,1,2
791,6,1,2,1,6,5,"Female","18-29","never married","New Jersey",169.625358648709,3,1,2
792,2,1,2,4,2,1,"Female","30-39","never married","Manhattan",157.243018949247,2,3,1
793,3,1,1,3,6,5,"Female","50-59","married","Manhattan",253.278913633763,3,1,2
794,5,3,4,6,1,2,"Female","30-39","never married","Manhattan",181.228123989139,1,3,2
795,3,2,3,5,3,3,"Female","40-49","married","Manhattan",194.844577029139,1,3,2
796,6,1,2,1,4,4,"Female","18-29","never married","Queens",145.390722231433,2,1,3
797,5,1,2,1,5,2,"Female","40-49","married","Queens",208.51954400582,3,1,2
798,1,1,1,1,6,1,"Female","50-59","divorced","Brooklyn",144.495867751536,3,1,2
799,4,3,4,5,1,1,"Male","30-39","divorced","Manhattan",201.762522373074,1,3,2
800,2,1,1,3,4,2,"Female","30-39","never married","Manhattan",127.870148150945,3,2,1
801,6,1,1,3,2,5,"Female","40-49","married","Manhattan",266.410390546736,1,2,3
802,3,1,2,1,3,6,"Female","40-49","married","Queens",368.912714214996,2,1,3
803,3,1,1,1,6,1,"Female","18-29","never married","Manhattan",71.1317219338837,3,1,2
804,6,2,4,6,7,5,"Female","18-29","married","Manhattan",172.211440728754,3,2,1
805,7,1,7,4,4,3,"Male","18-29","married","Manhattan",207.877968064276,3,2,1
806,4,1,3,6,7,3,"Male","30-39","never married","Manhattan",221.246378855705,3,2,1
807,6,1,2,1,5,5,"Male","50-59","never married","Manhattan",236.717890902976,2,1,3
808,5,2,5,4,7,4,"Female","50-59","married","Queens",256.144509860134,3,1,2
809,7,1,2,1,6,7,"Male","30-39","married","Manhattan",205.146748326718,2,1,3
810,5,4,4,6,1,6,"Male","30-39","never married","Manhattan",231.185036421896,1,2,3
811,7,2,7,7,3,7,"Male","30-39","never married","Manhattan",262.127501998195,1,2,3
812,5,4,4,5,3,5,"Female","40-49","married","Manhattan",197.824555830197,1,2,3
813,5,3,4,5,4,6,"Male","30-39","married","Manhattan",224.844829452822,1,2,3
814,2,1,1,1,4,2,"Male","30-39","never married","Manhattan",343.134505424196,3,1,2
815,7,3,3,2,6,2,"Female","60 or over","married","Brooklyn",160.432164669608,3,1,2
816,4,1,1,3,4,4,"Female","30-39","never married","Brooklyn",216.602296959759,2,1,3
817,4,2,2,1,2,5,"Male","30-39","never married","Manhattan",242.682938419421,2,1,3
818,7,3,3,1,4,4,"Male","18-29","married","Manhattan",238.942972540409,2,1,3
819,5,2,5,7,5,6,"Female","30-39","married","Brooklyn",153.389138499837,1,3,2
820,3,1,3,5,4,1,"Female","40-49","separated","New Jersey",281.465753515842,2,3,1
821,7,5,6,7,7,7,"Male","40-49","married","Brooklyn",304.105472329773,2,1,3
822,1,1,1,3,4,5,"Male","18-29","married","New Jersey",207.026118288249,2,1,3
823,6,1,3,2,4,4,"Female","18-29","married","Manhattan",353.867159503454,2,1,3
824,7,1,2,3,3,1,"Female","50-59","never married","Brooklyn",213.060873270251,3,2,1
825,4,1,4,7,3,2,"Female","40-49","never married","Manhattan",391.348261156658,2,3,1
826,4,2,2,2,3,6,"Male","18-29","never married","Manhattan",191.500745008794,2,1,3
827,6,1,4,2,5,2,"Male","30-39","separated","Manhattan",208.842982515363,3,1,2
828,5,1,1,3,4,2,"Female","40-49","married","Brooklyn",231.936059131501,3,2,1
829,6,3,4,2,5,2,"Female","30-39","married","Queens",198.234001484066,3,1,2
830,7,2,7,4,1,2,"Male","40-49","married","Manhattan",312.138308813786,1,3,2
831,4,2,3,2,5,7,"Female","30-39","never married","Manhattan",258.145719016202,2,1,3
832,2,1,2,2,5,5,"Female","30-39","married","New Jersey",188.541477154842,2,1,3
833,7,3,5,6,3,2,"Male","18-29","never married","Manhattan",188.977748227998,2,3,1
834,6,1,3,2,5,2,"Female","18-29","married","Brooklyn",140.259726401999,3,1,2
835,6,1,1,3,7,5,"Male","40-49","never married","Queens",266.902098950966,3,1,2
836,4,1,2,1,5,2,"Female","40-49","never married","Manhattan",126.370174027289,3,1,2
837,5,2,4,5,6,2,"Female","40-49","never married","Manhattan",199.976379659055,3,2,1
838,4,1,1,1,6,5,"Male","30-39","married","Manhattan",266.570774500038,3,1,2
839,1,1,1,1,3,5,"Male","50-59","married","Manhattan",165.99941895673,2,1,3
840,4,3,3,6,3,4,"Male","50-59","never married","Manhattan",204.515536698392,1,3,2
841,6,1,2,1,7,2,"Female","50-59","never married","Queens",229.675602094631,3,1,2
842,4,1,3,6,5,6,"Female","40-49","never married","Queens",123.304326276102,1,2,3
843,6,1,2,1,4,6,"Female","30-39","married","Queens",272.552811974171,2,1,3
844,1,1,1,6,6,7,"Female","50-59","married","Brooklyn",159.683535628065,2,1,3
845,7,1,1,3,4,2,"Male","30-39","never married","Brooklyn",286.164477213705,3,2,1
846,7,2,4,2,1,4,"Female","40-49","married","Manhattan",207.834825005877,1,2,3
847,6,2,4,2,3,5,"Female","40-49","married","Brooklyn",126.388264227022,2,1,3
848,3,1,3,5,3,3,"Female","50-59","never married","Manhattan",228.40620277164,1,3,2
849,6,3,4,2,6,5,"Female","18-29","never married","Brooklyn",122.680641835203,3,1,2
850,7,5,5,6,2,2,"Female","40-49","never married","Manhattan",165.10213127246,1,3,2
851,6,1,4,2,4,5,"Female","50-59","married","Queens",236.683002632287,2,1,3
852,2,1,1,3,3,5,"Female","18-29","never married","New Jersey",203.50503939333,2,1,3
853,4,1,1,3,7,5,"Female","30-39","married","Manhattan",298.138649616445,3,1,2
854,7,3,5,6,4,5,"Male","30-39","married","New Jersey",90.3000178492688,1,3,2
855,1,1,1,2,5,7,"Female","40-49","married","Manhattan",217.044034797017,2,1,3
856,5,2,2,1,6,2,"Female","18-29","never married","Manhattan",218.336773098522,3,1,2
857,4,1,3,6,4,7,"Male","30-39","married","Manhattan",166.555676910234,1,2,3
858,3,1,1,3,2,5,"Male","40-49","married","Manhattan",261.143806097189,1,2,3
859,6,1,2,3,5,4,"Female","40-49","married","Manhattan",189.71506658171,3,1,2
860,6,2,2,1,2,4,"Female","30-39","divorced","Brooklyn",252.394247767038,2,1,3
861,3,2,2,2,3,4,"Female","50-59","married","Queens",196.85565566022,2,1,3
862,7,2,7,4,5,2,"Female","40-49","married","Manhattan",212.018558243642,3,2,1
863,7,1,1,3,3,4,"Female","18-29","married","Manhattan",159.875075881251,2,1,3
864,5,1,4,5,6,5,"Female","30-39","never married","Manhattan",352.713669813014,3,1,2
865,6,1,1,3,1,6,"Female","30-39","never married","New Jersey",244.781543966816,1,2,3
866,7,6,6,7,7,6,"Female","18-29","never married","Manhattan",290.567094203204,3,2,1
867,3,1,1,1,2,5,"Female","50-59","separated","Manhattan",158.480480064385,2,1,3
868,2,1,1,3,4,2,"Male","18-29","separated","New Jersey",248.605767808899,3,2,1
869,3,2,3,5,7,5,"Male","30-39","never married","Brooklyn",121.079351923595,3,1,2
870,7,1,1,3,6,2,"Male","18-29","never married","Brooklyn",163.446570063323,3,2,1
871,2,2,2,6,5,1,"Female","30-39","married","Brooklyn",230.833866967119,2,3,1
872,7,2,7,4,3,5,"Female","30-39","married","Queens",194.616211802944,1,2,3
873,6,3,6,7,4,2,"Female","30-39","never married","New Jersey",238.209244253831,2,3,1
874,3,1,2,1,4,5,"Male","30-39","married","Manhattan",215.552519193332,2,1,3
875,3,2,2,2,5,4,"Male","30-39","married","Brooklyn",253.029634013798,3,1,2
876,5,2,4,6,4,2,"Male","50-59","separated","Manhattan",299.353455134875,2,3,1
877,2,1,2,4,1,2,"Male","50-59","never married","Manhattan",123.18769820483,1,3,2
878,7,1,2,1,7,1,"Female","50-59","married","Manhattan",113.74065460841,3,1,2
879,2,1,1,1,3,7,"Male","40-49","never married","Manhattan",217.937318798495,2,1,3
880,2,1,2,4,5,5,"Male","40-49","never married","Brooklyn",249.210885461276,2,1,3
881,3,1,3,7,5,7,"Female","60 or over","married","Brooklyn",152.153378115144,1,2,3
882,7,1,1,3,5,2,"Female","40-49","divorced","Queens",207.179183562945,3,2,1
883,6,4,6,4,3,4,"Male","40-49","never married","Manhattan",230.383537800505,1,2,3
884,4,2,2,2,3,5,"Female","40-49","never married","Manhattan",117.119590356783,2,1,3
885,2,1,1,3,6,5,"Male","40-49","separated","Manhattan",269.3905933042,3,1,2
886,6,1,2,1,5,4,"Female","30-39","never married","Manhattan",373.509426476665,3,1,2
887,5,2,3,2,4,4,"Male","40-49","married","Manhattan",294.161832085591,2,1,3
888,1,1,1,5,2,1,"Female","40-49","separated","Brooklyn",291.691170580062,2,3,1
889,1,1,1,1,1,2,"Female","30-39","never married","Manhattan",122.138991252383,2,1,3
890,3,1,3,5,4,5,"Female","40-49","never married","Brooklyn",276.761296261016,1,2,3
891,6,1,3,2,2,1,"Male","40-49","never married","Queens",304.802929362098,3,2,1
892,6,1,6,7,5,2,"Female","50-59","separated","Manhattan",190.470238215938,2,3,1
893,5,1,1,3,5,5,"Female","18-29","never married","Manhattan",169.596070654656,2,1,3
894,5,3,3,2,6,1,"Male","18-29","never married","Queens",99.9490206688257,3,2,1
895,7,1,4,2,3,1,"Male","18-29","married","Queens",151.088847811646,3,2,1
896,6,1,4,2,4,2,"Male","50-59","never married","Manhattan",176.845996125777,3,1,2
897,2,1,2,2,4,2,"Male","40-49","married","Queens",164.544986818276,3,1,2
898,2,1,1,3,3,6,"Male","30-39","never married","Queens",251.575636037185,2,1,3
899,3,1,1,3,5,2,"Female","30-39","married","Brooklyn",168.511652957184,3,2,1
900,5,2,3,2,4,3,"Male","60 or over","married","Manhattan",213.628276450986,3,1,2
901,7,2,3,1,3,7,"Female","50-59","never married","Manhattan",431.012651017429,2,1,3
902,1,1,1,3,6,2,"Male","18-29","married","Manhattan",274.985624098846,3,2,1
903,6,1,4,2,1,4,"Male","30-39","married","Queens",194.152627431047,1,2,3
904,6,4,4,6,3,5,"Male","30-39","never married","Manhattan",170.225660827736,1,3,2
905,1,1,1,4,7,2,"Female","40-49","never married","Manhattan",225.629353569846,3,2,1
906,3,1,1,1,3,3,"Female","30-39","married","Queens",351.634539793121,2,1,3
907,1,1,1,1,4,4,"Male","40-49","married","Manhattan",259.045824068592,2,1,3
908,3,1,1,1,7,6,"Male","18-29","separated","Manhattan",178.562039971776,3,1,2
909,2,2,2,2,7,4,"Female","18-29","married","Manhattan",149.564280652584,3,1,2
910,7,2,2,1,5,6,"Male","50-59","married","Manhattan",136.286704385234,2,1,3
911,1,1,1,1,5,5,"Female","30-39","never married","Manhattan",205.043568646631,2,1,3
912,3,1,1,3,2,4,"Male","40-49","never married","Brooklyn",121.538803841859,1,2,3
913,6,5,5,5,6,2,"Male","30-39","never married","Manhattan",158.389804834035,3,2,1
914,4,3,3,5,4,2,"Female","50-59","married","Manhattan",125.955965544952,2,3,1
915,1,1,1,6,6,5,"Male","40-49","never married","Manhattan",201.783792852902,3,2,1
916,4,1,4,4,3,4,"Male","30-39","never married","Queens",304.404931247492,1,2,3
917,3,1,1,1,5,7,"Female","50-59","married","Queens",206.054250907197,2,1,3
918,1,1,1,3,5,6,"Female","40-49","married","Queens",189.272768631964,2,1,3
919,7,5,7,4,4,5,"Female","30-39","married","Queens",154.305700067733,2,1,3
920,3,1,1,3,2,4,"Female","40-49","married","Brooklyn",166.809887030309,1,2,3
921,5,1,2,1,1,5,"Female","50-59","never married","Queens",163.566845956322,2,1,3
922,3,1,3,5,1,5,"Male","40-49","never married","New Jersey",155.662133568973,1,2,3
923,5,1,1,3,7,2,"Female","40-49","married","Brooklyn",155.260682071237,3,2,1
924,7,1,1,3,3,1,"Male","50-59","separated","Manhattan",501.904772620459,3,2,1
925,1,1,1,7,6,6,"Female","18-29","married","Manhattan",139.388275693752,1,3,2
926,6,2,3,1,4,6,"Male","30-39","never married","Brooklyn",237.229496330103,2,1,3
927,2,1,1,2,3,5,"Female","18-29","separated","Queens",200.021499034647,2,1,3
928,7,4,6,5,6,4,"Female","18-29","married","Manhattan",154.361956928057,3,2,1
929,1,1,1,6,3,5,"Female","30-39","never married","Brooklyn",114.63757444453,1,3,2
930,4,1,3,2,5,7,"Male","30-39","never married","Brooklyn",143.647390932585,2,1,3
931,7,4,6,7,5,2,"Female","30-39","never married","Manhattan",170.431526703459,2,3,1
932,2,1,1,1,7,1,"Male","40-49","never married","Manhattan",184.275717540902,3,1,2
933,2,1,2,7,2,4,"Female","18-29","never married","Queens",163.450709346708,1,3,2
934,2,1,2,7,4,2,"Male","30-39","never married","Manhattan",119.282417847257,2,3,1
935,7,3,7,4,7,5,"Male","40-49","married","Brooklyn",251.291826799465,3,1,2
936,2,2,2,7,4,5,"Male","40-49","never married","Manhattan",268.232373833096,1,3,2
937,5,1,3,2,3,6,"Male","18-29","never married","Manhattan",208.078396539449,2,1,3
938,4,1,2,2,6,2,"Male","30-39","never married","Manhattan",117.761819098966,3,1,2
939,6,1,1,3,3,4,"Male","40-49","never married","Manhattan",288.143793782005,2,1,3
940,4,2,3,6,1,4,"Female","40-49","married","Brooklyn",184.120866030068,1,3,2
941,6,2,5,5,4,1,"Female","18-29","never married","Manhattan",273.21610152318,2,3,1
942,7,3,6,5,3,5,"Female","30-39","never married","Brooklyn",173.743575856293,1,2,3
943,5,3,5,7,6,6,"Female","40-49","never married","New Jersey",294.531847764026,1,3,2
944,7,3,4,2,5,5,"Male","30-39","married","Queens",162.673241334095,2,1,3
945,1,1,1,4,5,5,"Female","30-39","never married","Queens",178.829210252206,2,1,3
946,4,2,2,1,6,6,"Male","30-39","divorced","Manhattan",173.169104592222,2,1,3
947,3,1,1,1,4,5,"Female","50-59","married","New Jersey",199.265331918929,2,1,3
948,4,1,2,1,3,2,"Female","50-59","married","Brooklyn",151.56363588967,3,1,2
949,3,1,2,1,3,2,"Female","50-59","married","New Jersey",136.632018527268,3,1,2
950,3,2,2,2,4,2,"Female","40-49","married","Manhattan",213.046582986052,3,1,2
951,4,1,1,1,4,1,"Male","30-39","married","Queens",252.536843842206,3,1,2
952,7,3,5,6,3,7,"Female","18-29","never married","Brooklyn",269.383828690494,1,2,3
953,7,4,6,7,4,2,"Female","30-39","never married","Brooklyn",179.599679740006,2,3,1
954,1,1,1,3,4,3,"Female","40-49","never married","New Jersey",223.365318482388,3,1,2
955,2,1,1,1,6,5,"Female","50-59","never married","Brooklyn",216.191979448265,3,1,2
956,1,1,1,3,5,5,"Male","18-29","never married","Brooklyn",202.401001736024,2,1,3
957,5,3,4,6,3,4,"Male","30-39","married","Manhattan",146.09222868085,1,3,2
958,2,1,1,1,5,2,"Female","40-49","never married","Brooklyn",336.513010534655,3,1,2
959,6,2,2,1,6,6,"Female","18-29","never married","Queens",195.278741724297,2,1,3
