"id","health1","health2","health3","mcdonalds","chipotle","shake_shack","gender","age","marital_status","location","rank_chipotle","rank_mcdonalds","rank_shake_shack"
763,2,1,1,3,3,3,"Male","40-49","never married","Queens",2,1,3
764,7,1,3,1,7,4,"Female","30-39","married","New Jersey",3,1,2
765,5,2,2,1,3,6,"Male","30-39","separated","Manhattan",2,1,3
766,6,1,1,3,7,2,"Male","30-39","never married","Manhattan",3,2,1
767,5,2,4,6,6,6,"Female","50-59","married","Manhattan",2,1,3
768,6,1,4,2,5,4,"Female","30-39","married","Queens",3,1,2
769,5,4,4,5,7,5,"Female","18-29","married","Manhattan",3,1,2
770,6,1,2,1,6,4,"Female","18-29","married","Manhattan",3,1,2
771,1,1,1,4,3,3,"Female","40-49","married","Queens",1,3,2
772,2,2,2,5,7,5,"Female","18-29","never married","Queens",3,1,2
773,7,3,7,4,5,4,"Female","18-29","never married","New Jersey",3,1,2
774,3,2,3,4,4,5,"Female","40-49","never married","Manhattan",2,1,3
775,6,4,4,6,5,7,"Female","30-39","never married","Manhattan",1,2,3
776,6,1,1,3,1,2,"Female","30-39","married","Manhattan",1,3,2
777,4,1,3,2,7,4,"Male","50-59","never married","Queens",3,1,2
778,2,1,1,3,4,6,"Female","40-49","never married","New Jersey",2,1,3
779,4,2,3,2,4,7,"Female","40-49","married","New Jersey",2,1,3
780,4,1,4,4,5,1,"Male","30-39","married","Manhattan",3,2,1
781,5,3,5,4,4,6,"Female","18-29","married","New Jersey",2,1,3
782,6,1,4,2,4,4,"Male","40-49","married","Queens",2,1,3
783,7,1,4,2,3,7,"Female","18-29","never married","Manhattan",2,1,3
784,7,1,3,1,5,1,"Female","50-59","never married","Manhattan",3,1,2
785,4,1,2,2,2,3,"Male","40-49","never married","Manhattan",2,1,3
786,3,2,3,5,6,4,"Female","40-49","never married","Manhattan",3,2,1
787,1,1,1,3,5,5,"Male","40-49","married","Manhattan",2,1,3
788,3,3,3,7,4,2,"Female","40-49","never married","New Jersey",2,3,1
789,6,2,2,1,3,5,"Male","40-49","married","Manhattan",2,1,3
790,7,1,1,3,7,5,"Male","18-29","married","Manhattan",3,1,2
791,6,1,2,1,6,5,"Female","18-29","never married","New Jersey",3,1,2
792,2,1,2,4,2,1,"Female","30-39","never married","Manhattan",2,3,1
793,3,1,1,3,6,5,"Female","50-59","married","Manhattan",3,1,2
794,5,3,4,6,1,2,"Female","30-39","never married","Manhattan",1,3,2
795,3,2,3,5,3,3,"Female","40-49","married","Manhattan",1,3,2
796,6,1,2,1,4,4,"Female","18-29","never married","Queens",2,1,3
797,5,1,2,1,5,2,"Female","40-49","married","Queens",3,1,2
798,1,1,1,1,6,1,"Female","50-59","divorced","Brooklyn",3,1,2
799,4,3,4,5,1,1,"Male","30-39","divorced","Manhattan",1,3,2
800,2,1,1,3,4,2,"Female","30-39","never married","Manhattan",3,2,1
801,6,1,1,3,2,5,"Female","40-49","married","Manhattan",1,2,3
802,3,1,2,1,3,6,"Female","40-49","married","Queens",2,1,3
803,3,1,1,1,6,1,"Female","18-29","never married","Manhattan",3,1,2
804,6,2,4,6,7,5,"Female","18-29","married","Manhattan",3,2,1
805,7,1,7,4,4,3,"Male","18-29","married","Manhattan",3,2,1
806,4,1,3,6,7,3,"Male","30-39","never married","Manhattan",3,2,1
807,6,1,2,1,5,5,"Male","50-59","never married","Manhattan",2,1,3
808,5,2,5,4,7,4,"Female","50-59","married","Queens",3,1,2
809,7,1,2,1,6,7,"Male","30-39","married","Manhattan",2,1,3
810,5,4,4,6,1,6,"Male","30-39","never married","Manhattan",1,2,3
811,7,2,7,7,3,7,"Male","30-39","never married","Manhattan",1,2,3
812,5,4,4,5,3,5,"Female","40-49","married","Manhattan",1,2,3
813,5,3,4,5,4,6,"Male","30-39","married","Manhattan",1,2,3
814,2,1,1,1,4,2,"Male","30-39","never married","Manhattan",3,1,2
815,7,3,3,2,6,2,"Female","60 or over","married","Brooklyn",3,1,2
816,4,1,1,3,4,4,"Female","30-39","never married","Brooklyn",2,1,3
817,4,2,2,1,2,5,"Male","30-39","never married","Manhattan",2,1,3
818,7,3,3,1,4,4,"Male","18-29","married","Manhattan",2,1,3
819,5,2,5,7,5,6,"Female","30-39","married","Brooklyn",1,3,2
820,3,1,3,5,4,1,"Female","40-49","separated","New Jersey",2,3,1
821,7,5,6,7,7,7,"Male","40-49","married","Brooklyn",2,1,3
822,1,1,1,3,4,5,"Male","18-29","married","New Jersey",2,1,3
823,6,1,3,2,4,4,"Female","18-29","married","Manhattan",2,1,3
824,7,1,2,3,3,1,"Female","50-59","never married","Brooklyn",3,2,1
825,4,1,4,7,3,2,"Female","40-49","never married","Manhattan",2,3,1
826,4,2,2,2,3,6,"Male","18-29","never married","Manhattan",2,1,3
827,6,1,4,2,5,2,"Male","30-39","separated","Manhattan",3,1,2
828,5,1,1,3,4,2,"Female","40-49","married","Brooklyn",3,2,1
829,6,3,4,2,5,2,"Female","30-39","married","Queens",3,1,2
830,7,2,7,4,1,2,"Male","40-49","married","Manhattan",1,3,2
831,4,2,3,2,5,7,"Female","30-39","never married","Manhattan",2,1,3
832,2,1,2,2,5,5,"Female","30-39","married","New Jersey",2,1,3
833,7,3,5,6,3,2,"Male","18-29","never married","Manhattan",2,3,1
834,6,1,3,2,5,2,"Female","18-29","married","Brooklyn",3,1,2
835,6,1,1,3,7,5,"Male","40-49","never married","Queens",3,1,2
836,4,1,2,1,5,2,"Female","40-49","never married","Manhattan",3,1,2
837,5,2,4,5,6,2,"Female","40-49","never married","Manhattan",3,2,1
838,4,1,1,1,6,5,"Male","30-39","married","Manhattan",3,1,2
839,1,1,1,1,3,5,"Male","50-59","married","Manhattan",2,1,3
840,4,3,3,6,3,4,"Male","50-59","never married","Manhattan",1,3,2
841,6,1,2,1,7,2,"Female","50-59","never married","Queens",3,1,2
842,4,1,3,6,5,6,"Female","40-49","never married","Queens",1,2,3
843,6,1,2,1,4,6,"Female","30-39","married","Queens",2,1,3
844,1,1,1,6,6,7,"Female","50-59","married","Brooklyn",2,1,3
845,7,1,1,3,4,2,"Male","30-39","never married","Brooklyn",3,2,1
846,7,2,4,2,1,4,"Female","40-49","married","Manhattan",1,2,3
847,6,2,4,2,3,5,"Female","40-49","married","Brooklyn",2,1,3
848,3,1,3,5,3,3,"Female","50-59","never married","Manhattan",1,3,2
849,6,3,4,2,6,5,"Female","18-29","never married","Brooklyn",3,1,2
850,7,5,5,6,2,2,"Female","40-49","never married","Manhattan",1,3,2
851,6,1,4,2,4,5,"Female","50-59","married","Queens",2,1,3
852,2,1,1,3,3,5,"Female","18-29","never married","New Jersey",2,1,3
853,4,1,1,3,7,5,"Female","30-39","married","Manhattan",3,1,2
854,7,3,5,6,4,5,"Male","30-39","married","New Jersey",1,3,2
855,1,1,1,2,5,7,"Female","40-49","married","Manhattan",2,1,3
856,5,2,2,1,6,2,"Female","18-29","never married","Manhattan",3,1,2
857,4,1,3,6,4,7,"Male","30-39","married","Manhattan",1,2,3
858,3,1,1,3,2,5,"Male","40-49","married","Manhattan",1,2,3
859,6,1,2,3,5,4,"Female","40-49","married","Manhattan",3,1,2
860,6,2,2,1,2,4,"Female","30-39","divorced","Brooklyn",2,1,3
861,3,2,2,2,3,4,"Female","50-59","married","Queens",2,1,3
862,7,2,7,4,5,2,"Female","40-49","married","Manhattan",3,2,1
863,7,1,1,3,3,4,"Female","18-29","married","Manhattan",2,1,3
864,5,1,4,5,6,5,"Female","30-39","never married","Manhattan",3,1,2
865,6,1,1,3,1,6,"Female","30-39","never married","New Jersey",1,2,3
866,7,6,6,7,7,6,"Female","18-29","never married","Manhattan",3,2,1
867,3,1,1,1,2,5,"Female","50-59","separated","Manhattan",2,1,3
868,2,1,1,3,4,2,"Male","18-29","separated","New Jersey",3,2,1
869,3,2,3,5,7,5,"Male","30-39","never married","Brooklyn",3,1,2
870,7,1,1,3,6,2,"Male","18-29","never married","Brooklyn",3,2,1
871,2,2,2,6,5,1,"Female","30-39","married","Brooklyn",2,3,1
872,7,2,7,4,3,5,"Female","30-39","married","Queens",1,2,3
873,6,3,6,7,4,2,"Female","30-39","never married","New Jersey",2,3,1
874,3,1,2,1,4,5,"Male","30-39","married","Manhattan",2,1,3
875,3,2,2,2,5,4,"Male","30-39","married","Brooklyn",3,1,2
876,5,2,4,6,4,2,"Male","50-59","separated","Manhattan",2,3,1
877,2,1,2,4,1,2,"Male","50-59","never married","Manhattan",1,3,2
878,7,1,2,1,7,1,"Female","50-59","married","Manhattan",3,1,2
879,2,1,1,1,3,7,"Male","40-49","never married","Manhattan",2,1,3
880,2,1,2,4,5,5,"Male","40-49","never married","Brooklyn",2,1,3
881,3,1,3,7,5,7,"Female","60 or over","married","Brooklyn",1,2,3
882,7,1,1,3,5,2,"Female","40-49","divorced","Queens",3,2,1
883,6,4,6,4,3,4,"Male","40-49","never married","Manhattan",1,2,3
884,4,2,2,2,3,5,"Female","40-49","never married","Manhattan",2,1,3
885,2,1,1,3,6,5,"Male","40-49","separated","Manhattan",3,1,2
886,6,1,2,1,5,4,"Female","30-39","never married","Manhattan",3,1,2
887,5,2,3,2,4,4,"Male","40-49","married","Manhattan",2,1,3
888,1,1,1,5,2,1,"Female","40-49","separated","Brooklyn",2,3,1
889,1,1,1,1,1,2,"Female","30-39","never married","Manhattan",2,1,3
890,3,1,3,5,4,5,"Female","40-49","never married","Brooklyn",1,2,3
891,6,1,3,2,2,1,"Male","40-49","never married","Queens",3,2,1
892,6,1,6,7,5,2,"Female","50-59","separated","Manhattan",2,3,1
893,5,1,1,3,5,5,"Female","18-29","never married","Manhattan",2,1,3
894,5,3,3,2,6,1,"Male","18-29","never married","Queens",3,2,1
895,7,1,4,2,3,1,"Male","18-29","married","Queens",3,2,1
896,6,1,4,2,4,2,"Male","50-59","never married","Manhattan",3,1,2
897,2,1,2,2,4,2,"Male","40-49","married","Queens",3,1,2
898,2,1,1,3,3,6,"Male","30-39","never married","Queens",2,1,3
899,3,1,1,3,5,2,"Female","30-39","married","Brooklyn",3,2,1
900,5,2,3,2,4,3,"Male","60 or over","married","Manhattan",3,1,2
901,7,2,3,1,3,7,"Female","50-59","never married","Manhattan",2,1,3
902,1,1,1,3,6,2,"Male","18-29","married","Manhattan",3,2,1
903,6,1,4,2,1,4,"Male","30-39","married","Queens",1,2,3
904,6,4,4,6,3,5,"Male","30-39","never married","Manhattan",1,3,2
905,1,1,1,4,7,2,"Female","40-49","never married","Manhattan",3,2,1
906,3,1,1,1,3,3,"Female","30-39","married","Queens",2,1,3
907,1,1,1,1,4,4,"Male","40-49","married","Manhattan",2,1,3
908,3,1,1,1,7,6,"Male","18-29","separated","Manhattan",3,1,2
909,2,2,2,2,7,4,"Female","18-29","married","Manhattan",3,1,2
910,7,2,2,1,5,6,"Male","50-59","married","Manhattan",2,1,3
911,1,1,1,1,5,5,"Female","30-39","never married","Manhattan",2,1,3
912,3,1,1,3,2,4,"Male","40-49","never married","Brooklyn",1,2,3
913,6,5,5,5,6,2,"Male","30-39","never married","Manhattan",3,2,1
914,4,3,3,5,4,2,"Female","50-59","married","Manhattan",2,3,1
915,1,1,1,6,6,5,"Male","40-49","never married","Manhattan",3,2,1
916,4,1,4,4,3,4,"Male","30-39","never married","Queens",1,2,3
917,3,1,1,1,5,7,"Female","50-59","married","Queens",2,1,3
918,1,1,1,3,5,6,"Female","40-49","married","Queens",2,1,3
919,7,5,7,4,4,5,"Female","30-39","married","Queens",2,1,3
920,3,1,1,3,2,4,"Female","40-49","married","Brooklyn",1,2,3
921,5,1,2,1,1,5,"Female","50-59","never married","Queens",2,1,3
922,3,1,3,5,1,5,"Male","40-49","never married","New Jersey",1,2,3
923,5,1,1,3,7,2,"Female","40-49","married","Brooklyn",3,2,1
924,7,1,1,3,3,1,"Male","50-59","separated","Manhattan",3,2,1
925,1,1,1,7,6,6,"Female","18-29","married","Manhattan",1,3,2
926,6,2,3,1,4,6,"Male","30-39","never married","Brooklyn",2,1,3
927,2,1,1,2,3,5,"Female","18-29","separated","Queens",2,1,3
928,7,4,6,5,6,4,"Female","18-29","married","Manhattan",3,2,1
929,1,1,1,6,3,5,"Female","30-39","never married","Brooklyn",1,3,2
930,4,1,3,2,5,7,"Male","30-39","never married","Brooklyn",2,1,3
931,7,4,6,7,5,2,"Female","30-39","never married","Manhattan",2,3,1
932,2,1,1,1,7,1,"Male","40-49","never married","Manhattan",3,1,2
933,2,1,2,7,2,4,"Female","18-29","never married","Queens",1,3,2
934,2,1,2,7,4,2,"Male","30-39","never married","Manhattan",2,3,1
935,7,3,7,4,7,5,"Male","40-49","married","Brooklyn",3,1,2
936,2,2,2,7,4,5,"Male","40-49","never married","Manhattan",1,3,2
937,5,1,3,2,3,6,"Male","18-29","never married","Manhattan",2,1,3
938,4,1,2,2,6,2,"Male","30-39","never married","Manhattan",3,1,2
939,6,1,1,3,3,4,"Male","40-49","never married","Manhattan",2,1,3
940,4,2,3,6,1,4,"Female","40-49","married","Brooklyn",1,3,2
941,6,2,5,5,4,1,"Female","18-29","never married","Manhattan",2,3,1
942,7,3,6,5,3,5,"Female","30-39","never married","Brooklyn",1,2,3
943,5,3,5,7,6,6,"Female","40-49","never married","New Jersey",1,3,2
944,7,3,4,2,5,5,"Male","30-39","married","Queens",2,1,3
945,1,1,1,4,5,5,"Female","30-39","never married","Queens",2,1,3
946,4,2,2,1,6,6,"Male","30-39","divorced","Manhattan",2,1,3
947,3,1,1,1,4,5,"Female","50-59","married","New Jersey",2,1,3
948,4,1,2,1,3,2,"Female","50-59","married","Brooklyn",3,1,2
949,3,1,2,1,3,2,"Female","50-59","married","New Jersey",3,1,2
950,3,2,2,2,4,2,"Female","40-49","married","Manhattan",3,1,2
951,4,1,1,1,4,1,"Male","30-39","married","Queens",3,1,2
952,7,3,5,6,3,7,"Female","18-29","never married","Brooklyn",1,2,3
953,7,4,6,7,4,2,"Female","30-39","never married","Brooklyn",2,3,1
954,1,1,1,3,4,3,"Female","40-49","never married","New Jersey",3,1,2
955,2,1,1,1,6,5,"Female","50-59","never married","Brooklyn",3,1,2
956,1,1,1,3,5,5,"Male","18-29","never married","Brooklyn",2,1,3
957,5,3,4,6,3,4,"Male","30-39","married","Manhattan",1,3,2
958,2,1,1,1,5,2,"Female","40-49","never married","Brooklyn",3,1,2
959,6,2,2,1,6,6,"Female","18-29","never married","Queens",2,1,3
960,5,3,5,7,5,7,"Female","40-49","married","Brooklyn",1,2,3
961,6,2,2,1,1,4,"Female","50-59","never married","Manhattan",2,1,3
962,5,2,4,6,6,7,"Male","18-29","divorced","Manhattan",2,1,3
963,5,1,2,1,3,4,"Male","18-29","never married","Manhattan",2,1,3
964,3,1,2,2,4,7,"Female","40-49","married","Manhattan",2,1,3
965,7,1,3,1,4,2,"Female","30-39","married","Manhattan",3,1,2
966,2,1,1,1,3,5,"Female","60 or over","never married","Manhattan",2,1,3
967,7,2,2,3,4,6,"Female","60 or over","never married","Manhattan",2,1,3
968,1,1,1,1,5,2,"Male","18-29","never married","Brooklyn",3,1,2
969,3,1,2,2,4,3,"Female","40-49","never married","New Jersey",3,1,2
970,5,1,1,3,4,3,"Female","50-59","never married","Queens",3,1,2
971,2,2,2,5,5,5,"Male","50-59","never married","Brooklyn",2,1,3
972,4,3,3,6,2,6,"Male","18-29","never married","Manhattan",1,2,3
973,7,3,5,6,1,2,"Female","30-39","never married","Manhattan",1,3,2
974,6,1,1,3,7,5,"Female","40-49","never married","New Jersey",3,1,2
975,4,2,2,1,6,5,"Female","30-39","never married","Manhattan",3,1,2
976,4,3,3,6,4,2,"Male","40-49","never married","Queens",2,3,1
977,6,1,3,1,5,5,"Female","30-39","never married","Manhattan",2,1,3
978,7,2,2,1,4,2,"Male","50-59","married","Manhattan",3,1,2
979,6,2,4,2,3,2,"Female","30-39","separated","Manhattan",3,1,2
980,1,1,1,6,7,7,"Male","50-59","married","Brooklyn",2,1,3
981,6,3,4,2,6,2,"Female","50-59","never married","Queens",3,1,2
982,6,3,6,4,4,1,"Female","18-29","married","Queens",3,2,1
983,2,1,1,3,7,4,"Female","50-59","married","Brooklyn",3,1,2
984,3,1,3,6,1,5,"Male","18-29","married","Queens",1,3,2
985,7,1,2,1,5,6,"Female","30-39","never married","Manhattan",2,1,3
986,7,3,5,6,2,5,"Female","18-29","separated","Brooklyn",1,3,2
987,2,1,2,7,5,5,"Male","40-49","never married","Brooklyn",1,3,2
988,5,2,3,2,3,4,"Female","50-59","never married","Brooklyn",2,1,3
989,6,1,6,7,5,5,"Male","30-39","married","Manhattan",1,3,2
990,6,1,1,3,5,4,"Male","18-29","married","Manhattan",3,1,2
991,7,3,6,5,4,3,"Female","18-29","married","Brooklyn",2,3,1
992,5,2,2,1,3,4,"Female","40-49","separated","Manhattan",2,1,3
993,7,1,1,3,3,7,"Male","30-39","divorced","Queens",2,1,3
994,6,1,4,2,3,5,"Female","30-39","divorced","Manhattan",2,1,3
995,2,1,2,4,3,1,"Female","50-59","married","Queens",2,3,1
996,3,1,1,1,1,4,"Female","30-39","separated","Manhattan",2,1,3
997,6,1,5,5,6,7,"Female","30-39","never married","Manhattan",2,1,3
998,1,1,1,7,7,5,"Female","30-39","never married","Manhattan",3,2,1
999,7,1,4,2,6,4,"Female","40-49","married","Manhattan",3,1,2
1000,1,1,1,6,5,2,"Female","40-49","never married","Manhattan",2,3,1
1001,5,2,3,2,7,1,"Male","18-29","married","Queens",3,2,1
1002,2,2,2,4,6,5,"Female","30-39","never married","Brooklyn",3,1,2
1003,2,1,1,3,4,7,"Female","18-29","married","Brooklyn",2,1,3
1004,3,2,2,2,3,4,"Male","40-49","never married","Queens",2,1,3
1005,2,1,2,7,6,5,"Female","50-59","married","Manhattan",2,3,1
1006,5,1,1,3,5,3,"Female","30-39","never married","New Jersey",3,1,2
1007,6,1,1,3,6,6,"Female","50-59","married","New Jersey",2,1,3
1008,2,1,2,2,4,2,"Male","40-49","married","Brooklyn",3,1,2
1009,3,1,2,6,5,3,"Male","50-59","never married","Queens",2,3,1
1010,3,3,3,7,2,2,"Female","18-29","never married","Manhattan",1,3,2
1011,2,1,1,3,7,1,"Male","40-49","married","Manhattan",3,2,1
1012,2,1,2,2,3,5,"Female","30-39","divorced","Brooklyn",2,1,3
1013,5,2,2,1,1,4,"Male","40-49","separated","Manhattan",2,1,3
1014,7,2,7,4,3,6,"Female","30-39","never married","Manhattan",1,2,3
1015,6,1,5,7,4,3,"Male","50-59","married","Brooklyn",2,3,1
1016,6,3,4,2,5,4,"Female","18-29","separated","Manhattan",3,1,2
1017,1,1,1,4,4,2,"Female","18-29","married","Manhattan",3,2,1
1018,5,2,3,2,1,3,"Male","30-39","never married","Manhattan",1,2,3
1019,7,3,6,7,6,6,"Female","40-49","never married","Brooklyn",1,3,2
1020,7,5,6,5,3,2,"Female","18-29","never married","Brooklyn",2,3,1
1021,5,1,3,2,4,1,"Female","50-59","married","Manhattan",3,2,1
1022,2,2,2,4,5,6,"Male","18-29","separated","Brooklyn",2,1,3
1023,1,1,1,7,4,5,"Male","40-49","married","Manhattan",1,3,2
1024,7,5,5,6,5,5,"Female","18-29","never married","Manhattan",1,3,2
1025,3,1,2,2,2,1,"Male","50-59","married","Manhattan",3,2,1
1026,5,3,5,7,6,4,"Female","30-39","married","Brooklyn",2,3,1
1027,7,2,7,4,3,5,"Female","30-39","divorced","Queens",1,2,3
1028,2,1,2,6,6,3,"Female","30-39","married","Queens",3,2,1
1029,6,4,5,7,4,4,"Male","40-49","married","Brooklyn",1,3,2
1030,4,1,2,1,5,2,"Female","40-49","never married","Manhattan",3,1,2
1031,4,1,1,3,5,7,"Male","30-39","never married","Manhattan",2,1,3
1032,7,2,5,6,6,6,"Female","50-59","never married","Manhattan",2,1,3
1033,5,1,1,3,7,7,"Male","30-39","married","Brooklyn",2,1,3
1034,2,1,1,2,4,3,"Female","50-59","separated","Manhattan",3,1,2
1035,3,2,2,6,5,3,"Male","40-49","never married","Manhattan",2,3,1
1036,4,1,4,4,3,4,"Female","30-39","married","Manhattan",1,2,3
1037,4,2,3,5,4,5,"Male","40-49","married","Manhattan",1,2,3
1038,6,2,5,5,3,4,"Female","18-29","married","Brooklyn",1,3,2
1039,7,5,7,7,7,6,"Female","30-39","never married","Brooklyn",3,2,1
1040,2,1,1,1,4,4,"Male","30-39","never married","Queens",2,1,3
1041,2,1,1,1,3,5,"Male","40-49","never married","Brooklyn",2,1,3
1042,4,1,1,3,7,4,"Female","30-39","never married","Queens",3,1,2
1043,7,1,2,3,1,4,"Female","40-49","married","Manhattan",1,2,3
1044,6,5,5,7,4,4,"Female","30-39","married","Brooklyn",1,3,2
1045,1,1,1,4,7,2,"Female","40-49","married","Manhattan",3,2,1
1046,3,2,2,2,5,4,"Male","40-49","married","Manhattan",3,1,2
1047,2,1,2,2,1,3,"Female","30-39","married","Manhattan",1,2,3
1048,3,1,2,6,3,3,"Male","40-49","never married","Brooklyn",1,3,2
1049,5,1,3,2,1,5,"Female","40-49","married","New Jersey",1,2,3
1050,3,1,3,4,5,4,"Male","30-39","married","Queens",3,1,2
1051,7,3,6,5,5,4,"Female","30-39","married","Manhattan",3,2,1
1052,3,2,2,6,5,7,"Male","50-59","never married","Queens",1,2,3
1053,3,1,1,3,5,6,"Male","18-29","married","Manhattan",2,1,3
1054,7,6,6,5,3,2,"Female","18-29","never married","Brooklyn",2,3,1
1055,3,2,3,5,3,6,"Male","40-49","divorced","Manhattan",1,2,3
1056,5,1,1,3,3,3,"Male","40-49","married","Manhattan",2,1,3
1057,6,2,6,4,7,5,"Female","30-39","never married","New Jersey",3,1,2
1058,4,1,1,3,4,6,"Female","18-29","married","Manhattan",2,1,3
1059,4,1,1,3,1,1,"Male","18-29","married","Manhattan",1,3,2
1060,3,3,3,7,3,5,"Male","40-49","married","Manhattan",1,3,2
1061,6,1,1,3,5,6,"Male","40-49","never married","Manhattan",2,1,3
1062,6,3,5,5,6,2,"Female","30-39","never married","Queens",3,2,1
1063,4,2,3,6,3,1,"Male","40-49","never married","Manhattan",2,3,1
1064,1,1,1,3,4,6,"Male","18-29","never married","Manhattan",2,1,3
1065,2,1,1,1,4,4,"Male","18-29","never married","Brooklyn",2,1,3
1066,3,1,2,2,1,5,"Male","50-59","married","Manhattan",1,2,3
1067,3,1,3,4,6,4,"Female","18-29","never married","Manhattan",3,1,2
1068,3,2,3,5,3,4,"Female","50-59","never married","Queens",1,3,2
1069,5,5,5,4,5,4,"Male","30-39","married","Brooklyn",3,1,2
1070,3,2,3,5,1,7,"Male","50-59","never married","Manhattan",1,2,3
1071,2,1,1,3,7,5,"Male","40-49","never married","Queens",3,1,2
1072,6,3,5,5,6,2,"Female","18-29","never married","Manhattan",3,2,1
1073,7,1,1,3,7,2,"Male","30-39","married","Queens",3,2,1
1074,2,1,1,3,4,2,"Female","50-59","never married","Brooklyn",3,2,1
1075,2,1,2,2,3,2,"Female","40-49","never married","Manhattan",3,1,2
1076,6,3,5,6,2,4,"Female","40-49","married","Brooklyn",1,3,2
1077,5,3,5,4,5,2,"Female","40-49","never married","Manhattan",3,2,1
1078,1,1,1,4,1,1,"Female","30-39","separated","Queens",1,3,2
1079,6,1,1,3,4,7,"Female","18-29","married","New Jersey",2,1,3
1080,4,3,3,6,3,4,"Female","30-39","never married","Manhattan",1,3,2
1081,5,2,4,5,5,7,"Male","18-29","never married","Brooklyn",2,1,3
1082,4,3,3,6,6,3,"Female","30-39","never married","Manhattan",3,2,1
1083,5,2,3,2,5,2,"Male","30-39","married","New Jersey",3,1,2
1084,7,4,7,4,5,6,"Female","18-29","never married","Manhattan",2,1,3
1085,2,1,2,5,4,4,"Male","18-29","married","Brooklyn",1,3,2
1086,1,1,1,2,1,5,"Male","40-49","married","Manhattan",1,2,3
1087,5,2,5,7,7,2,"Female","40-49","never married","Queens",3,2,1
1088,3,1,1,3,3,5,"Male","40-49","married","Brooklyn",2,1,3
1089,6,2,3,2,1,5,"Female","30-39","never married","Manhattan",1,2,3
1090,2,1,2,6,6,4,"Male","30-39","married","Manhattan",3,2,1
1091,7,1,3,1,5,4,"Male","50-59","never married","Manhattan",3,1,2
1092,7,4,7,7,1,6,"Male","40-49","never married","Manhattan",1,3,2
1093,6,2,6,4,5,7,"Male","18-29","never married","Queens",2,1,3
1094,1,1,1,6,5,4,"Male","50-59","divorced","Manhattan",2,3,1
1095,1,1,1,7,1,6,"Male","50-59","never married","Brooklyn",1,3,2
1096,5,4,5,7,7,4,"Female","30-39","married","Brooklyn",3,2,1
1097,2,2,2,4,2,5,"Female","18-29","never married","New Jersey",1,2,3
1098,7,1,3,1,5,7,"Female","18-29","married","Queens",2,1,3
1099,1,1,1,2,3,4,"Female","40-49","married","Manhattan",2,1,3
1100,7,1,2,1,5,4,"Female","50-59","married","Manhattan",3,1,2
1101,5,1,1,3,2,5,"Female","40-49","never married","Manhattan",1,2,3
1102,4,3,4,4,5,7,"Male","18-29","married","Manhattan",2,1,3
1103,6,1,2,1,4,2,"Male","30-39","married","Manhattan",3,1,2
1104,1,1,1,3,5,6,"Female","50-59","never married","New Jersey",2,1,3
1105,6,1,1,3,4,4,"Male","40-49","never married","Manhattan",2,1,3
1106,7,3,7,4,3,4,"Female","30-39","married","Brooklyn",1,2,3
1107,1,1,1,7,6,2,"Female","18-29","never married","Brooklyn",2,3,1
1108,2,1,2,6,4,7,"Male","18-29","married","Manhattan",1,2,3
1109,5,3,4,6,6,4,"Female","18-29","married","Brooklyn",3,2,1
1110,4,2,2,2,7,1,"Female","40-49","never married","New Jersey",3,2,1
1111,5,1,1,3,5,2,"Female","30-39","never married","Brooklyn",3,2,1
1112,4,2,4,7,5,4,"Female","60 or over","never married","New Jersey",2,3,1
1113,1,1,1,1,7,4,"Female","30-39","married","Brooklyn",3,1,2
1114,2,1,1,1,5,7,"Female","18-29","never married","Manhattan",2,1,3
1115,1,1,1,6,2,5,"Female","40-49","married","Manhattan",1,3,2
1116,6,1,5,5,6,4,"Male","18-29","never married","Manhattan",3,2,1
1117,1,1,1,3,4,1,"Female","30-39","married","New Jersey",3,2,1
1118,1,1,1,5,6,5,"Female","18-29","married","Manhattan",3,1,2
1119,1,1,1,3,5,2,"Male","18-29","never married","Manhattan",3,2,1
1120,6,2,6,7,3,4,"Female","40-49","separated","Manhattan",1,3,2
1121,7,2,3,1,3,4,"Male","50-59","never married","Queens",2,1,3
1122,6,1,3,2,1,2,"Female","40-49","never married","Manhattan",1,2,3
1123,5,1,3,2,7,5,"Male","18-29","married","New Jersey",3,1,2
1124,4,1,2,1,2,7,"Female","18-29","married","Manhattan",2,1,3
1125,4,1,1,1,1,5,"Male","30-39","married","Queens",2,1,3
1126,1,1,1,6,7,4,"Female","40-49","never married","Queens",3,2,1
1127,7,1,1,3,5,5,"Female","30-39","never married","Manhattan",2,1,3
1128,6,2,6,7,5,5,"Male","18-29","married","Manhattan",1,3,2
1129,7,1,2,3,7,3,"Female","30-39","married","Manhattan",3,1,2
1130,5,3,5,7,3,2,"Female","40-49","never married","Brooklyn",2,3,1
1131,6,3,5,5,3,3,"Male","30-39","never married","Manhattan",1,3,2
1132,7,4,7,4,4,4,"Female","50-59","married","Manhattan",2,1,3
1133,1,1,1,2,7,4,"Female","30-39","separated","Manhattan",3,1,2
1134,6,4,4,6,6,7,"Female","40-49","married","Manhattan",2,1,3
1135,6,1,1,3,3,4,"Male","40-49","never married","Manhattan",2,1,3
1136,6,1,5,5,4,1,"Male","18-29","never married","Manhattan",2,3,1
1137,7,3,7,4,5,1,"Female","40-49","divorced","Manhattan",3,2,1
1138,6,2,4,6,4,4,"Female","30-39","never married","Manhattan",1,3,2
1139,6,2,5,7,4,6,"Male","40-49","married","Queens",1,3,2
