"trip_id","trip_duration","trip_distance","passenger_count","fare_amount","tolls_amount","tip","tip_amount","period_of_day","pickup_date","period_of_month","pickup_day","pickup_hour","pickup_min","pickup_sec","pickup_time","dropoff_time"
682430,16.6,2.15,1,12.5,0,"Tip",1,"evening",8,"beginning","Fri",17,45,10,2022-04-08 17:45:10,2022-04-08 18:01:44
249079,11.4,1.8,1,9,0,"Tip",2.55,"evening",3,"beginning","Sun",17,42,53,2022-04-03 17:42:53,2022-04-03 17:54:20
1210335,30.7,9.44,1,30.5,6.55,"Tip",12.1,"night",15,"middle","Fri",3,21,23,2022-04-15 03:21:23,2022-04-15 03:52:03
927843,6.7,1.72,2,7.5,0,"Tip",2.82,"evening",11,"middle","Mon",16,10,16,2022-04-11 16:10:16,2022-04-11 16:16:55
1397819,10,1.3,1,7,0,"Tip",2.05,"morning",17,"middle","Sun",10,15,55,2022-04-17 10:15:55,2022-04-17 10:25:53
326262,12.1,2.6,1,11.5,0,"Tip",3.05,"evening",4,"beginning","Mon",17,27,25,2022-04-04 17:27:25,2022-04-04 17:39:33
1854158,8.9,1.27,2,7,0,"Tip",1,"evening",22,"end","Fri",19,7,36,2022-04-22 19:07:36,2022-04-22 19:16:33
130326,9.2,1.7,1,8.5,0,"Tip",4,"morning",2,"beginning","Sat",10,57,9,2022-04-02 10:57:09,2022-04-02 11:06:21
361549,9.6,1.73,1,9,0,"Tip",2.5,"morning",5,"beginning","Tue",8,20,45,2022-04-05 08:20:45,2022-04-05 08:30:23
1372498,7,1.4,3,7,0,"Tip",2,"night",16,"middle","Sat",22,44,1,2022-04-16 22:44:01,2022-04-16 22:51:00
1592364,24.4,5.91,1,21,0,"Tip",2.5,"night",20,"end","Wed",4,20,48,2022-04-20 04:20:48,2022-04-20 04:45:13
601682,7.6,0.9,2,7,0,"Tip",2.16,"evening",7,"beginning","Thu",19,43,0,2022-04-07 19:43:00,2022-04-07 19:50:37
506504,22.9,5.91,1,20.5,0,"Tip",4,"evening",6,"beginning","Wed",18,20,19,2022-04-06 18:20:19,2022-04-06 18:43:10
2316868,12.2,2.19,1,10.5,0,"Tip",2.96,"afternoon",28,"end","Thu",12,55,56,2022-04-28 12:55:56,2022-04-28 13:08:10
2119779,1.9,0.2,1,3,0,"Tip",1,"morning",26,"end","Tue",9,16,15,2022-04-26 09:16:15,2022-04-26 09:18:11
1131161,11.2,1.51,1,9,0,"Tip",1.5,"morning",14,"middle","Thu",6,16,31,2022-04-14 06:16:31,2022-04-14 06:27:44
1458278,18,5.83,1,19.5,0,"Tip",4.06,"morning",18,"middle","Mon",9,30,29,2022-04-18 09:30:29,2022-04-18 09:48:32
937806,11.3,2.01,2,9.5,0,"Tip",2.66,"evening",11,"middle","Mon",19,4,30,2022-04-11 19:04:30,2022-04-11 19:15:47
1123932,16,2.1,1,11.5,0,"Tip",2.2,"night",14,"middle","Thu",5,9,7,2022-04-14 05:09:07,2022-04-14 05:25:10
1786837,17.9,3.2,2,14,0,"Tip",3.46,"morning",22,"end","Fri",7,26,45,2022-04-22 07:26:45,2022-04-22 07:44:37
48704,7.5,1.26,1,7,0,"Tip",2.26,"afternoon",1,"beginning","Fri",13,2,0,2022-04-01 13:02:00,2022-04-01 13:09:29
1729277,10.5,1.47,1,8,0,"Tip",2.46,"afternoon",21,"end","Thu",13,29,14,2022-04-21 13:29:14,2022-04-21 13:39:44
1363307,22.1,7.13,1,22,0,"Tip",4.91,"evening",16,"middle","Sat",18,41,33,2022-04-16 18:41:33,2022-04-16 19:03:41
2443816,11.7,5.5,3,17,0,"Tip",2,"evening",29,"end","Fri",18,39,22,2022-04-29 18:39:22,2022-04-29 18:51:01
406112,9.1,1.9,1,8.5,0,"Tip",3.65,"evening",5,"beginning","Tue",16,17,37,2022-04-05 16:17:37,2022-04-05 16:26:43
2100470,4.2,0.5,1,4.5,0,"Tip",1.55,"night",26,"end","Tue",4,42,10,2022-04-26 04:42:10,2022-04-26 04:46:24
1763873,5.6,1.04,1,6,0,"Tip",1.96,"evening",21,"end","Thu",20,5,50,2022-04-21 20:05:50,2022-04-21 20:11:27
516785,5.2,0.7,2,5.5,0,"Tip",2.6,"night",7,"beginning","Thu",3,50,14,2022-04-07 03:50:14,2022-04-07 03:55:24
1775218,28.5,6.47,4,24,0,"Tip",5.71,"night",22,"end","Fri",4,35,27,2022-04-22 04:35:27,2022-04-22 05:03:56
579948,2.7,0.46,1,4,0,"Tip",1.7,"evening",7,"beginning","Thu",16,1,19,2022-04-07 16:01:19,2022-04-07 16:04:02
2157874,22.9,3.41,1,16.5,0,"Tip",4.16,"afternoon",26,"end","Tue",15,13,36,2022-04-26 15:13:36,2022-04-26 15:36:27
1700652,11.3,1.11,1,8.5,0,"Tip",2.36,"morning",21,"end","Thu",8,30,25,2022-04-21 08:30:25,2022-04-21 08:41:42
1223728,11.5,3.88,1,13.5,0,"Tip",2.52,"morning",15,"middle","Fri",7,21,53,2022-04-15 07:21:53,2022-04-15 07:33:23
1833252,9.2,1.86,1,8.5,0,"Tip",1,"evening",22,"end","Fri",16,8,57,2022-04-22 16:08:57,2022-04-22 16:18:07
902384,11.2,2,1,9.5,0,"Tip",2.55,"morning",11,"middle","Mon",11,12,12,2022-04-11 11:12:12,2022-04-11 11:23:25
1867697,4.9,1.44,1,6,0,"Tip",2.33,"night",23,"end","Sat",2,22,50,2022-04-23 02:22:50,2022-04-23 02:27:44
1041313,3.2,0.48,1,4.5,0,"Tip",1.56,"morning",13,"middle","Wed",6,50,19,2022-04-13 06:50:19,2022-04-13 06:53:33
221851,11.4,2.18,1,10,0,"Tip",2.66,"morning",3,"beginning","Sun",10,23,54,2022-04-03 10:23:54,2022-04-03 10:35:17
846777,3,0.77,1,4.5,0,"Tip",1.56,"afternoon",10,"middle","Sun",14,30,40,2022-04-10 14:30:40,2022-04-10 14:33:37
373045,13.1,1.85,1,10,0,"Tip",2.66,"morning",5,"beginning","Tue",11,31,15,2022-04-05 11:31:15,2022-04-05 11:44:20
2326337,13,1.78,1,10,0,"Tip",2.86,"afternoon",28,"end","Thu",13,15,47,2022-04-28 13:15:47,2022-04-28 13:28:49
287629,20.5,4.5,1,17.5,0,"Tip",4.16,"morning",4,"beginning","Mon",10,53,27,2022-04-04 10:53:27,2022-04-04 11:13:58
349271,12.4,2.6,1,11,0,"Tip",2.86,"morning",5,"beginning","Tue",6,33,58,2022-04-05 06:33:58,2022-04-05 06:46:23
624257,34,19.71,1,53.5,6.55,"No Tip",0,"morning",8,"beginning","Fri",6,17,27,2022-04-08 06:17:27,2022-04-08 06:51:26
305937,13.4,2.15,1,11,0,"Tip",3.06,"afternoon",4,"beginning","Mon",13,23,34,2022-04-04 13:23:34,2022-04-04 13:36:56
332141,15.8,3.9,1,14.5,0,"Tip",3.65,"evening",4,"beginning","Mon",19,30,19,2022-04-04 19:30:19,2022-04-04 19:46:08
1906590,8.8,1.21,1,7.5,0,"Tip",2.16,"afternoon",23,"end","Sat",12,54,3,2022-04-23 12:54:03,2022-04-23 13:02:48
351573,8.2,0.7,2,6.5,0,"Tip",1.95,"morning",5,"beginning","Tue",6,43,31,2022-04-05 06:43:31,2022-04-05 06:51:44
75455,30.1,10.42,1,31.5,0,"Tip",5,"evening",1,"beginning","Fri",16,35,48,2022-04-01 16:35:48,2022-04-01 17:05:55
678888,4.4,0.7,1,5,0,"Tip",1.76,"evening",8,"beginning","Fri",16,59,9,2022-04-08 16:59:09,2022-04-08 17:03:36
931003,14.9,2.97,1,12.5,0,"Tip",1.5,"evening",11,"middle","Mon",17,30,42,2022-04-11 17:30:42,2022-04-11 17:45:36
1002870,20,3.74,2,14.5,0,"Tip",3.76,"afternoon",12,"middle","Tue",15,56,4,2022-04-12 15:56:04,2022-04-12 16:16:06
2117957,31.5,6.73,1,27,0,"Tip",3.03,"morning",26,"end","Tue",8,0,42,2022-04-26 08:00:42,2022-04-26 08:32:12
1932442,8.6,2.18,2,8.5,0,"Tip",2.46,"evening",23,"end","Sat",17,50,8,2022-04-23 17:50:08,2022-04-23 17:58:45
1891271,19.9,3.1,1,15,0,"Tip",4.55,"morning",23,"end","Sat",9,31,45,2022-04-23 09:31:45,2022-04-23 09:51:41
1474391,28.1,10.29,2,31.5,6.55,"Tip",8.72,"afternoon",18,"middle","Mon",13,39,47,2022-04-18 13:39:47,2022-04-18 14:07:54
458576,13.7,1.2,1,9.5,0,"Tip",3.84,"morning",6,"beginning","Wed",10,42,6,2022-04-06 10:42:06,2022-04-06 10:55:47
872857,14.2,5.14,1,16.5,0,"Tip",2,"night",11,"middle","Mon",4,28,16,2022-04-11 04:28:16,2022-04-11 04:42:29
314667,19.1,3.4,1,13,0,"Tip",3,"afternoon",4,"beginning","Mon",15,9,3,2022-04-04 15:09:03,2022-04-04 15:28:10
2340113,33.1,11.79,1,34.5,0,"Tip",5,"afternoon",28,"end","Thu",15,43,7,2022-04-28 15:43:07,2022-04-28 16:16:16
2429782,13.2,9.9,1,17,0,"Tip",4.26,"afternoon",29,"end","Fri",15,48,13,2022-04-29 15:48:13,2022-04-29 16:01:26
394231,7.3,1.3,1,6.5,0,"Tip",2.15,"afternoon",5,"beginning","Tue",14,32,48,2022-04-05 14:32:48,2022-04-05 14:40:04
46792,9.1,1.58,1,8,0,"Tip",3.08,"afternoon",1,"beginning","Fri",12,40,52,2022-04-01 12:40:52,2022-04-01 12:49:59
2444129,11,1.7,2,9,0,"Tip",2.56,"evening",29,"end","Fri",18,17,43,2022-04-29 18:17:43,2022-04-29 18:28:42
2418005,5.7,0.94,1,5.5,0,"Tip",1.96,"afternoon",29,"end","Fri",14,11,5,2022-04-29 14:11:05,2022-04-29 14:16:46
1550286,5.2,0.7,1,5,0,"Tip",1.86,"afternoon",19,"middle","Tue",13,48,24,2022-04-19 13:48:24,2022-04-19 13:53:33
2193628,14.1,1.36,2,10,0,"Tip",3.99,"morning",27,"end","Wed",6,26,44,2022-04-27 06:26:44,2022-04-27 06:40:48
2478180,4.1,0.88,1,5,0,"Tip",1.66,"morning",30,"end","Sat",7,1,58,2022-04-30 07:01:58,2022-04-30 07:06:05
1664972,15.7,2.17,1,11.5,0,"Tip",2,"evening",20,"end","Wed",18,39,22,2022-04-20 18:39:22,2022-04-20 18:55:03
2130515,21.4,5,1,14.5,0,"Tip",1.2,"morning",26,"end","Tue",11,40,46,2022-04-26 11:40:46,2022-04-26 12:02:08
501099,8.6,2.21,1,9,0,"Tip",2.56,"evening",6,"beginning","Wed",17,42,46,2022-04-06 17:42:46,2022-04-06 17:51:21
1402629,3,0.47,1,4,0,"Tip",1,"morning",17,"middle","Sun",11,27,39,2022-04-17 11:27:39,2022-04-17 11:30:41
991016,35.2,5.3,1,24,0,"Tip",2.83,"afternoon",12,"middle","Tue",13,16,0,2022-04-12 13:16:00,2022-04-12 13:51:15
116263,9.8,1.96,2,9,0,"Tip",2.46,"morning",2,"beginning","Sat",7,37,58,2022-04-02 07:37:58,2022-04-02 07:47:46
147715,23.4,4.14,2,18,0,"Tip",4.26,"afternoon",2,"beginning","Sat",13,51,45,2022-04-02 13:51:45,2022-04-02 14:15:07
1796941,18.2,2.5,1,13.5,0,"Tip",1,"morning",22,"end","Fri",9,3,50,2022-04-22 09:03:50,2022-04-22 09:22:02
1328464,19.3,1.7,2,12.5,0,"Tip",2,"afternoon",16,"middle","Sat",12,21,44,2022-04-16 12:21:44,2022-04-16 12:41:00
531872,8.8,0.82,1,7,0,"Tip",2.06,"morning",7,"beginning","Thu",6,26,57,2022-04-07 06:26:57,2022-04-07 06:35:47
467370,29.1,6.1,1,24.5,0,"Tip",2,"afternoon",6,"beginning","Wed",12,24,56,2022-04-06 12:24:56,2022-04-06 12:54:03
199088,17.1,9.65,1,28,6.55,"Tip",7.57,"night",3,"beginning","Sun",5,28,25,2022-04-03 05:28:25,2022-04-03 05:45:30
2378283,9.3,1.8,1,8.5,0,"Tip",2.36,"night",29,"end","Fri",5,17,26,2022-04-29 05:17:26,2022-04-29 05:26:43
1956331,19.2,9.53,1,28,0,"Tip",9.39,"night",24,"end","Sun",2,58,51,2022-04-24 02:58:51,2022-04-24 03:18:05
378141,8.4,1.04,1,7,0,"Tip",2.26,"afternoon",5,"beginning","Tue",12,9,20,2022-04-05 12:09:20,2022-04-05 12:17:42
1650969,13.4,1.46,1,9.5,0,"Tip",2.76,"afternoon",20,"end","Wed",15,49,46,2022-04-20 15:49:46,2022-04-20 16:03:12
2033491,8.2,1.1,0,7,0,"Tip",2.05,"morning",25,"end","Mon",7,6,46,2022-04-25 07:06:46,2022-04-25 07:14:58
2028250,20.7,2.9,1,12.5,0,"Tip",3.15,"night",25,"end","Mon",5,46,31,2022-04-25 05:46:31,2022-04-25 06:07:12
75671,13.1,2.16,1,10.5,0,"Tip",3.58,"evening",1,"beginning","Fri",16,30,58,2022-04-01 16:30:58,2022-04-01 16:44:01
289075,17.6,2.91,3,13.5,0,"Tip",3.36,"morning",4,"beginning","Mon",10,21,22,2022-04-04 10:21:22,2022-04-04 10:38:58
918598,18.4,4.13,1,16,0,"Tip",4.06,"afternoon",11,"middle","Mon",14,38,10,2022-04-11 14:38:10,2022-04-11 14:56:31
369551,15.3,2.3,2,12,0,"Tip",3.05,"morning",5,"beginning","Tue",10,46,36,2022-04-05 10:46:36,2022-04-05 11:01:57
1117866,10.4,2.5,1,10,0,"Tip",1.7,"night",14,"middle","Thu",3,37,48,2022-04-14 03:37:48,2022-04-14 03:48:15
461519,16.2,2,1,11.5,0,"Tip",3.7,"morning",6,"beginning","Wed",11,34,16,2022-04-06 11:34:16,2022-04-06 11:50:30
1624327,39.4,9.13,1,30.5,0,"Tip",6.76,"morning",20,"end","Wed",11,10,23,2022-04-20 11:10:23,2022-04-20 11:49:46
1026683,8.5,2.23,1,9.5,0,"Tip",2.06,"night",13,"middle","Wed",2,22,0,2022-04-13 02:22:00,2022-04-13 02:30:30
2387637,6.9,1.1,1,6.5,0,"Tip",1.96,"morning",29,"end","Fri",7,26,21,2022-04-29 07:26:21,2022-04-29 07:33:13
1107704,9.9,1.99,2,9,0,"Tip",2.56,"evening",13,"middle","Wed",19,28,9,2022-04-13 19:28:09,2022-04-13 19:38:03
1636001,4.9,1.04,3,6,0,"Tip",2.06,"afternoon",20,"end","Wed",13,33,34,2022-04-20 13:33:34,2022-04-20 13:38:26
2019717,23.5,4.5,1,19.5,0,"Tip",1.2,"night",25,"end","Mon",3,52,47,2022-04-25 03:52:47,2022-04-25 04:16:15
400051,17.1,2.1,0,12.5,0,"Tip",3.35,"afternoon",5,"beginning","Tue",15,56,36,2022-04-05 15:56:36,2022-04-05 16:13:42
821037,30.3,10.16,1,33,6.55,"Tip",6,"morning",10,"middle","Sun",9,54,35,2022-04-10 09:54:35,2022-04-10 10:24:54
958035,11.1,1.54,1,9,0,"Tip",1,"morning",12,"middle","Tue",6,13,18,2022-04-12 06:13:18,2022-04-12 06:24:21
1544401,6.4,1.06,1,6.5,0,"Tip",2.16,"afternoon",19,"middle","Tue",12,12,27,2022-04-19 12:12:27,2022-04-19 12:18:51
740322,30.6,3.5,4,19.5,0,"Tip",2.28,"morning",9,"beginning","Sat",11,50,58,2022-04-09 11:50:58,2022-04-09 12:21:35
564896,29.4,3.1,1,19,0,"Tip",3,"afternoon",7,"beginning","Thu",12,19,26,2022-04-07 12:19:26,2022-04-07 12:48:53
1474691,5.3,1,1,5.5,0,"Tip",1.95,"afternoon",18,"middle","Mon",13,37,2,2022-04-18 13:37:02,2022-04-18 13:42:20
914963,18.4,2.9,4,13.5,0,"No Tip",0,"afternoon",11,"middle","Mon",14,14,0,2022-04-11 14:14:00,2022-04-11 14:32:25
525922,12.9,0.9,1,9,0,"Tip",2.45,"night",7,"beginning","Thu",5,2,53,2022-04-07 05:02:53,2022-04-07 05:15:45
1697228,8.3,0.99,1,7,0,"Tip",2.58,"morning",21,"end","Thu",7,41,14,2022-04-21 07:41:14,2022-04-21 07:49:34
1362641,6.3,1.83,1,7.5,0,"Tip",1.5,"evening",16,"middle","Sat",19,34,8,2022-04-16 19:34:08,2022-04-16 19:40:29
76555,3,0.6,4,4.5,0,"Tip",2.45,"evening",1,"beginning","Fri",17,58,58,2022-04-01 17:58:58,2022-04-01 18:01:55
1212932,5.4,2.08,1,8,0,"Tip",1.5,"night",15,"middle","Fri",4,45,44,2022-04-15 04:45:44,2022-04-15 04:51:09
1534832,32.9,3.69,4,21,0,"Tip",4.86,"morning",19,"middle","Tue",10,51,40,2022-04-19 10:51:40,2022-04-19 11:24:35
1385884,3.9,0.77,1,5,0,"Tip",1.66,"morning",17,"middle","Sun",7,6,58,2022-04-17 07:06:58,2022-04-17 07:10:52
1398666,4.7,0.86,1,5.5,0,"Tip",2.64,"morning",17,"middle","Sun",10,33,38,2022-04-17 10:33:38,2022-04-17 10:38:20
1873671,9.7,1.59,1,8.5,0,"Tip",2.36,"morning",23,"end","Sat",6,31,38,2022-04-23 06:31:38,2022-04-23 06:41:18
2280660,4.8,0.85,1,5.5,0,"Tip",2,"night",28,"end","Thu",4,27,34,2022-04-28 04:27:34,2022-04-28 04:32:25
1650094,12.3,1.68,1,9.5,0,"Tip",2.07,"afternoon",20,"end","Wed",15,34,57,2022-04-20 15:34:57,2022-04-20 15:47:14
1194866,1.8,0.37,6,3.5,0,"Tip",2.19,"evening",14,"middle","Thu",18,21,20,2022-04-14 18:21:20,2022-04-14 18:23:10
2509146,12.1,0.92,5,8.5,0,"Tip",2.36,"afternoon",30,"end","Sat",13,8,19,2022-04-30 13:08:19,2022-04-30 13:20:25
2539307,6.3,1.5,1,7,0,"Tip",1,"evening",30,"end","Sat",19,56,10,2022-04-30 19:56:10,2022-04-30 20:02:26
484848,13.9,2.38,1,11.5,0,"Tip",3.16,"afternoon",6,"beginning","Wed",14,16,58,2022-04-06 14:16:58,2022-04-06 14:30:52
1006083,9.4,1.63,1,8,0,"Tip",2.36,"evening",12,"middle","Tue",16,12,6,2022-04-12 16:12:06,2022-04-12 16:21:29
1039366,10.8,2.94,1,11,0,"Tip",2.86,"morning",13,"middle","Wed",6,31,20,2022-04-13 06:31:20,2022-04-13 06:42:06
901637,6.2,1.19,1,6.5,0,"Tip",1.96,"morning",11,"middle","Mon",11,26,7,2022-04-11 11:26:07,2022-04-11 11:32:18
1500018,6.9,1.7,0,7.5,0,"No Tip",0,"evening",18,"middle","Mon",19,21,14,2022-04-18 19:21:14,2022-04-18 19:28:08
629559,31.9,9.4,1,31,6.55,"Tip",2,"morning",8,"beginning","Fri",8,34,17,2022-04-08 08:34:17,2022-04-08 09:06:10
1282294,10.7,1.17,1,8.5,0,"Tip",1.7,"evening",15,"middle","Fri",19,24,30,2022-04-15 19:24:30,2022-04-15 19:35:14
1696591,28.3,3,1,18,0,"Tip",6.35,"morning",21,"end","Thu",7,53,26,2022-04-21 07:53:26,2022-04-21 08:21:45
2269207,6.3,1.49,1,7,0,"Tip",2.7,"evening",27,"end","Wed",20,43,5,2022-04-27 20:43:05,2022-04-27 20:49:21
1937947,13.2,2.33,2,11,0,"Tip",1,"evening",23,"end","Sat",18,29,57,2022-04-23 18:29:57,2022-04-23 18:43:10
1953969,3.8,1.32,3,6,0,"Tip",1.96,"night",23,"end","Sat",23,42,23,2022-04-23 23:42:23,2022-04-23 23:46:13
419076,7.8,1.01,2,7,0,"Tip",2.7,"evening",5,"beginning","Tue",19,37,20,2022-04-05 19:37:20,2022-04-05 19:45:08
1287560,15,4.81,2,16,0,"Tip",3.96,"evening",15,"middle","Fri",20,10,42,2022-04-15 20:10:42,2022-04-15 20:25:42
658273,16.2,3.29,6,13.5,0,"Tip",10,"afternoon",8,"beginning","Fri",13,11,49,2022-04-08 13:11:49,2022-04-08 13:27:59
40216,17.1,3.34,1,14,0,"Tip",2.6,"morning",1,"beginning","Fri",11,31,57,2022-04-01 11:31:57,2022-04-01 11:49:02
63578,20.7,1.9,0,13.5,0,"Tip",2,"afternoon",1,"beginning","Fri",15,57,1,2022-04-01 15:57:01,2022-04-01 16:17:43
62559,10.3,0.8,2,8,0,"Tip",3.05,"afternoon",1,"beginning","Fri",15,15,26,2022-04-01 15:15:26,2022-04-01 15:25:44
983259,6.4,0.9,1,6,0,"No Tip",0,"morning",12,"middle","Tue",11,33,55,2022-04-12 11:33:55,2022-04-12 11:40:20
77918,6.7,0.92,2,6,0,"Tip",1.96,"evening",1,"beginning","Fri",17,31,25,2022-04-01 17:31:25,2022-04-01 17:38:06
87199,28.7,11.79,1,35,6.55,"Tip",11.65,"evening",1,"beginning","Fri",19,5,21,2022-04-01 19:05:21,2022-04-01 19:34:05
532825,11.4,4.98,2,15.5,0,"Tip",5.64,"morning",7,"beginning","Thu",6,58,26,2022-04-07 06:58:26,2022-04-07 07:09:50
1249386,12.3,1.3,1,8,0,"Tip",2.2,"afternoon",15,"middle","Fri",13,5,40,2022-04-15 13:05:40,2022-04-15 13:17:56
1005537,5.6,1.01,1,6,0,"Tip",1.47,"evening",12,"middle","Tue",16,21,34,2022-04-12 16:21:34,2022-04-12 16:27:07
2277357,13.6,4.7,1,15.5,0,"Tip",3.75,"night",28,"end","Thu",3,21,25,2022-04-28 03:21:25,2022-04-28 03:34:58
1706237,4.3,0.7,1,5,0,"Tip",1.65,"morning",21,"end","Thu",9,43,36,2022-04-21 09:43:36,2022-04-21 09:47:54
1745311,13.3,3.92,1,13.5,0,"Tip",3.46,"evening",21,"end","Thu",16,51,5,2022-04-21 16:51:05,2022-04-21 17:04:22
1633419,14.6,3.23,1,12.5,0,"Tip",2.52,"afternoon",20,"end","Wed",12,14,13,2022-04-20 12:14:13,2022-04-20 12:28:49
1551278,4.9,1.22,1,6,0,"Tip",1.7,"afternoon",19,"middle","Tue",13,24,13,2022-04-19 13:24:13,2022-04-19 13:29:07
1246594,15.4,4.1,1,14.5,0,"Tip",3.75,"afternoon",15,"middle","Fri",12,16,50,2022-04-15 12:16:50,2022-04-15 12:32:14
1196266,8.6,1.92,5,8.5,0,"Tip",2.46,"evening",14,"middle","Thu",18,56,1,2022-04-14 18:56:01,2022-04-14 19:04:35
2366400,17,4,1,16.5,0,"Tip",4.06,"night",28,"end","Thu",23,22,55,2022-04-28 23:22:55,2022-04-28 23:39:53
1885949,6.2,1.52,1,7,0,"Tip",2.06,"morning",23,"end","Sat",8,18,4,2022-04-23 08:18:04,2022-04-23 08:24:19
369624,12.8,3.31,1,13,0,"Tip",1,"morning",5,"beginning","Tue",10,46,28,2022-04-05 10:46:28,2022-04-05 10:59:18
1138664,9.3,0.99,1,7.5,0,"Tip",2.16,"morning",14,"middle","Thu",8,23,15,2022-04-14 08:23:15,2022-04-14 08:32:31
492331,12.4,2.69,3,11,0,"Tip",2.96,"evening",6,"beginning","Wed",16,26,43,2022-04-06 16:26:43,2022-04-06 16:39:06
1715412,8.1,1.8,3,8,0,"Tip",2.25,"morning",21,"end","Thu",11,18,31,2022-04-21 11:18:31,2022-04-21 11:26:38
2013903,6,1.2,1,6.5,0,"Tip",2.05,"evening",24,"end","Sun",19,58,16,2022-04-24 19:58:16,2022-04-24 20:04:19
2326834,58.7,11.51,1,43.5,6.55,"Tip",10.87,"afternoon",28,"end","Thu",13,35,35,2022-04-28 13:35:35,2022-04-28 14:34:19
1800615,9.3,1.2,1,8,0,"Tip",2.26,"morning",22,"end","Fri",10,52,18,2022-04-22 10:52:18,2022-04-22 11:01:35
905245,6.4,1.39,1,7,0,"Tip",2.82,"afternoon",11,"middle","Mon",12,24,50,2022-04-11 12:24:50,2022-04-11 12:31:15
434622,10.4,1.35,1,8,0,"Tip",2.82,"night",6,"beginning","Wed",5,47,35,2022-04-06 05:47:35,2022-04-06 05:57:59
2143347,5.8,1.22,1,6,0,"Tip",2.06,"afternoon",26,"end","Tue",13,2,43,2022-04-26 13:02:43,2022-04-26 13:08:31
1023164,8.8,1.27,2,8,0,"Tip",1,"evening",12,"middle","Tue",20,24,11,2022-04-12 20:24:11,2022-04-12 20:32:58
1665791,14.6,3.48,2,13.5,0,"Tip",2,"evening",20,"end","Wed",18,54,38,2022-04-20 18:54:38,2022-04-20 19:09:13
1467581,42.4,16.31,1,36.5,6.55,"Tip",11.59,"morning",18,"middle","Mon",11,27,37,2022-04-18 11:27:37,2022-04-18 12:09:58
86305,14.8,3.71,1,14,0,"Tip",3.56,"evening",1,"beginning","Fri",18,59,42,2022-04-01 18:59:42,2022-04-01 19:14:31
361318,12.3,1.12,1,9,0,"Tip",2.46,"morning",5,"beginning","Tue",7,24,41,2022-04-05 07:24:41,2022-04-05 07:36:59
1854665,19.9,3.31,1,15.5,0,"Tip",1.08,"evening",22,"end","Fri",20,50,11,2022-04-22 20:50:11,2022-04-22 21:10:02
1751987,33.7,11.43,1,35.5,0,"Tip",7.61,"evening",21,"end","Thu",17,13,9,2022-04-21 17:13:09,2022-04-21 17:46:52
545144,3.7,0.62,1,4.5,0,"Tip",1.56,"morning",7,"beginning","Thu",9,29,4,2022-04-07 09:29:04,2022-04-07 09:32:47
2426801,8.8,2.4,1,9.5,0,"Tip",1,"afternoon",29,"end","Fri",15,22,40,2022-04-29 15:22:40,2022-04-29 15:31:29
130294,33.4,6.12,1,25.5,0,"Tip",3,"morning",2,"beginning","Sat",10,2,47,2022-04-02 10:02:47,2022-04-02 10:36:08
510902,13,2.5,2,11.5,0,"Tip",3.05,"evening",6,"beginning","Wed",20,18,16,2022-04-06 20:18:16,2022-04-06 20:31:17
684118,7.7,1.3,1,7.5,0,"Tip",2,"evening",8,"beginning","Fri",17,40,39,2022-04-08 17:40:39,2022-04-08 17:48:20
2071549,5.7,1.05,1,6,0,"Tip",2.06,"afternoon",25,"end","Mon",15,20,49,2022-04-25 15:20:49,2022-04-25 15:26:28
1550131,7.4,1.24,1,7,0,"Tip",2,"afternoon",19,"middle","Tue",13,14,57,2022-04-19 13:14:57,2022-04-19 13:22:21
2466458,3,0.59,5,4.5,0,"Tip",2.34,"night",30,"end","Sat",4,1,18,2022-04-30 04:01:18,2022-04-30 04:04:19
1474830,10.5,3.5,1,12.5,0,"Tip",1,"afternoon",18,"middle","Mon",13,32,13,2022-04-18 13:32:13,2022-04-18 13:42:44
70467,6.3,1.05,1,6,0,"Tip",1.5,"evening",1,"beginning","Fri",16,48,24,2022-04-01 16:48:24,2022-04-01 16:54:43
1357944,11.7,0.9,2,8.5,0,"No Tip",0,"evening",16,"middle","Sat",18,8,7,2022-04-16 18:08:07,2022-04-16 18:19:49
1555133,2.1,0.48,1,3.5,0,"Tip",1.2,"afternoon",19,"middle","Tue",14,38,37,2022-04-19 14:38:37,2022-04-19 14:40:42
1451207,49.7,19.98,1,58,6.55,"Tip",5,"morning",18,"middle","Mon",8,15,42,2022-04-18 08:15:42,2022-04-18 09:05:23
964818,22.7,2.05,5,15,0,"Tip",2,"morning",12,"middle","Tue",8,7,9,2022-04-12 08:07:09,2022-04-12 08:29:49
2525412,6,1.57,1,7,0,"Tip",2.16,"evening",30,"end","Sat",16,20,53,2022-04-30 16:20:53,2022-04-30 16:26:50
2181385,11.8,5.13,1,16.5,0,"Tip",3.96,"night",27,"end","Wed",3,6,39,2022-04-27 03:06:39,2022-04-27 03:18:28
926307,22.3,4.6,2,17,0,"Tip",3,"evening",11,"middle","Mon",16,45,42,2022-04-11 16:45:42,2022-04-11 17:08:00
458542,15.2,1.6,1,11,0,"Tip",4.29,"morning",6,"beginning","Wed",10,6,40,2022-04-06 10:06:40,2022-04-06 10:21:53
2145871,13.3,1.69,1,10,0,"Tip",2.86,"afternoon",26,"end","Tue",14,6,9,2022-04-26 14:06:09,2022-04-26 14:19:27
429956,10.9,1.8,3,9,0,"Tip",2.46,"night",6,"beginning","Wed",4,56,50,2022-04-06 04:56:50,2022-04-06 05:07:47
