"trip_id","tip","trip_duration","trip_distance","passenger_count","fare_amount","tolls_amount","period_of_day","pickup_date","period_of_month","pickup_day","pickup_hour","pickup_min","pickup_sec","pickup_time","dropoff_time"
1206575,1,40.8,20.6,1,58,6.55,"night",14,"middle","Thu",22,0,19,2022-04-14 22:00:19,2022-04-14 22:41:05
1183812,1,28.6,5.3,1,20,0,"evening",14,"middle","Thu",16,39,15,2022-04-14 16:39:15,2022-04-14 17:07:54
2096400,1,38.5,8.4,2,29.5,6.55,"night",26,"end","Tue",3,44,59,2022-04-26 03:44:59,2022-04-26 04:23:26
927319,1,21.3,7.17,1,23.5,0,"evening",11,"middle","Mon",16,43,10,2022-04-11 16:43:10,2022-04-11 17:04:30
183654,0,2.4,0.7,1,4,0,"evening",2,"beginning","Sat",20,54,2,2022-04-02 20:54:02,2022-04-02 20:56:23
972097,1,31.6,3.7,1,21,0,"morning",12,"middle","Tue",9,46,28,2022-04-12 09:46:28,2022-04-12 10:18:05
1722635,0,22.4,3.09,1,15.5,0,"afternoon",21,"end","Thu",12,43,9,2022-04-21 12:43:09,2022-04-21 13:05:31
809170,1,16.1,3.55,1,14,0,"morning",10,"middle","Sun",6,39,43,2022-04-10 06:39:43,2022-04-10 06:55:47
1075893,0,18.8,4.2,3,16.5,0,"afternoon",13,"middle","Wed",13,48,13,2022-04-13 13:48:13,2022-04-13 14:07:03
498651,1,33.4,19.8,2,55,0,"evening",6,"beginning","Wed",17,24,46,2022-04-06 17:24:46,2022-04-06 17:58:07
1403604,0,3.5,0.7,1,4.5,0,"afternoon",17,"middle","Sun",12,45,44,2022-04-17 12:45:44,2022-04-17 12:49:14
2370762,0,13.7,2.13,5,11,0,"night",29,"end","Fri",2,12,32,2022-04-29 02:12:32,2022-04-29 02:26:15
283894,0,16.6,4.5,3,17,0,"morning",4,"beginning","Mon",9,12,2,2022-04-04 09:12:02,2022-04-04 09:28:38
614324,1,8.2,1.18,1,7,0,"night",8,"beginning","Fri",4,35,55,2022-04-08 04:35:55,2022-04-08 04:44:08
1062153,0,19.1,1.7,1,12.5,0,"morning",13,"middle","Wed",11,3,16,2022-04-13 11:03:16,2022-04-13 11:22:25
138854,1,23.9,13.06,1,36,0,"morning",2,"beginning","Sat",11,37,15,2022-04-02 11:37:15,2022-04-02 12:01:10
2367594,0,3.6,1.16,1,5.5,0,"night",29,"end","Fri",2,22,25,2022-04-29 02:22:25,2022-04-29 02:26:03
1601798,1,19.6,6.72,1,21.5,0,"morning",20,"end","Wed",6,50,23,2022-04-20 06:50:23,2022-04-20 07:10:02
283159,1,18.3,7.64,1,24,0,"morning",4,"beginning","Mon",9,51,24,2022-04-04 09:51:24,2022-04-04 10:09:40
1576472,1,18.9,6.79,1,21.5,6.55,"evening",19,"middle","Tue",17,1,54,2022-04-19 17:01:54,2022-04-19 17:20:46
98097,0,4.5,1.1,6,5.5,0,"evening",1,"beginning","Fri",21,1,25,2022-04-01 21:01:25,2022-04-01 21:05:53
1077585,1,52.2,6.4,1,29,0,"afternoon",13,"middle","Wed",13,24,18,2022-04-13 13:24:18,2022-04-13 14:16:32
2140269,1,29.4,3.74,1,19,0,"afternoon",26,"end","Tue",13,49,21,2022-04-26 13:49:21,2022-04-26 14:18:48
2286103,1,68.9,10.03,3,46,6.55,"night",28,"end","Thu",5,13,52,2022-04-28 05:13:52,2022-04-28 06:22:46
493841,0,7.5,1.56,1,7.5,0,"evening",6,"beginning","Wed",16,20,45,2022-04-06 16:20:45,2022-04-06 16:28:16
400606,1,37.5,20.82,1,39,0,"afternoon",5,"beginning","Tue",15,40,6,2022-04-05 15:40:06,2022-04-05 16:17:38
1352347,0,5.1,0.6,1,5,0,"evening",16,"middle","Sat",17,59,29,2022-04-16 17:59:29,2022-04-16 18:04:33
392208,1,32.4,3.6,2,20,0,"afternoon",5,"beginning","Tue",14,0,39,2022-04-05 14:00:39,2022-04-05 14:33:03
1986779,0,52,8.03,2,36,0,"afternoon",24,"end","Sun",12,30,33,2022-04-24 12:30:33,2022-04-24 13:22:33
355161,1,35.8,10.69,5,36,0,"morning",5,"beginning","Tue",7,51,55,2022-04-05 07:51:55,2022-04-05 08:27:44
336163,0,5.2,0.6,1,5,0,"night",5,"beginning","Tue",3,17,36,2022-04-05 03:17:36,2022-04-05 03:22:48
2417522,0,5,0.96,1,5.5,0,"afternoon",29,"end","Fri",13,59,38,2022-04-29 13:59:38,2022-04-29 14:04:35
1972205,1,9.4,0.6,0,7.5,0,"morning",24,"end","Sun",8,27,37,2022-04-24 08:27:37,2022-04-24 08:37:04
1899171,1,25.4,7.7,2,26.5,0,"morning",23,"end","Sat",11,31,38,2022-04-23 11:31:38,2022-04-23 11:56:59
1944122,1,12.7,8.86,1,24.5,0,"evening",23,"end","Sat",20,17,3,2022-04-23 20:17:03,2022-04-23 20:29:46
207671,0,33.9,9.31,2,31.5,0,"morning",3,"beginning","Sun",7,51,55,2022-04-03 07:51:55,2022-04-03 08:25:46
162805,0,19.5,4.43,1,17,0,"evening",2,"beginning","Sat",16,50,3,2022-04-02 16:50:03,2022-04-02 17:09:33
2231168,1,22.9,2.2,1,15,0,"afternoon",27,"end","Wed",13,49,45,2022-04-27 13:49:45,2022-04-27 14:12:36
1864913,0,12.6,3.2,3,12.5,0,"night",22,"end","Fri",23,12,59,2022-04-22 23:12:59,2022-04-22 23:25:36
2494767,1,23.5,3.6,3,17,0,"morning",30,"end","Sat",11,10,17,2022-04-30 11:10:17,2022-04-30 11:33:46
1372426,0,3.7,1.27,1,5.5,0,"night",16,"middle","Sat",22,21,41,2022-04-16 22:21:41,2022-04-16 22:25:22
96961,0,6.3,1.78,3,7,0,"evening",1,"beginning","Fri",21,18,1,2022-04-01 21:18:01,2022-04-01 21:24:19
2511475,0,8.7,1.75,1,8.5,0,"afternoon",30,"end","Sat",14,31,23,2022-04-30 14:31:23,2022-04-30 14:40:03
1240839,1,17.2,3.1,1,14,0,"morning",15,"middle","Fri",11,25,30,2022-04-15 11:25:30,2022-04-15 11:42:41
1984633,1,2.5,0.55,2,4,0,"morning",24,"end","Sun",11,58,55,2022-04-24 11:58:55,2022-04-24 12:01:25
2075284,1,32.4,10.47,1,33,0,"afternoon",25,"end","Mon",15,12,48,2022-04-25 15:12:48,2022-04-25 15:45:09
56714,1,14.6,3.4,2,13.5,0,"afternoon",1,"beginning","Fri",14,23,12,2022-04-01 14:23:12,2022-04-01 14:37:47
1675893,1,28.2,11.77,1,34,0,"morning",23,"end","Sat",11,44,26,2022-04-23 11:44:26,2022-04-23 12:12:36
2511758,1,36.8,5.1,1,25,0,"afternoon",30,"end","Sat",14,37,38,2022-04-30 14:37:38,2022-04-30 15:14:23
1831338,1,16.1,6.95,2,21.5,0,"afternoon",22,"end","Fri",15,4,43,2022-04-22 15:04:43,2022-04-22 15:20:52
629063,0,4.8,0.65,1,5,0,"morning",8,"beginning","Fri",7,6,32,2022-04-08 07:06:32,2022-04-08 07:11:17
1005441,1,29.1,4.9,2,21.5,0,"evening",12,"middle","Tue",16,1,38,2022-04-12 16:01:38,2022-04-12 16:30:45
2263018,0,17.3,3.4,1,14.5,0,"evening",27,"end","Wed",18,15,40,2022-04-27 18:15:40,2022-04-27 18:32:59
232992,1,33.6,8.61,1,30,0,"afternoon",3,"beginning","Sun",12,12,38,2022-04-03 12:12:38,2022-04-03 12:46:15
1785742,1,23.6,9.63,1,29,0,"morning",22,"end","Fri",7,7,17,2022-04-22 07:07:17,2022-04-22 07:30:56
1690577,1,26,11.3,1,34,6.55,"morning",21,"end","Thu",6,59,45,2022-04-21 06:59:45,2022-04-21 07:25:47
994804,1,75.1,7.71,1,44,0,"afternoon",12,"middle","Tue",14,39,42,2022-04-12 14:39:42,2022-04-12 15:54:46
185239,1,27.2,17.34,2,47.5,0,"evening",2,"beginning","Sat",20,34,37,2022-04-02 20:34:37,2022-04-02 21:01:50
525938,0,6.2,2.5,3,9.5,0,"night",7,"beginning","Thu",5,33,2,2022-04-07 05:33:02,2022-04-07 05:39:13
1820485,1,19.8,2.01,1,13,0,"afternoon",22,"end","Fri",14,18,35,2022-04-22 14:18:35,2022-04-22 14:38:22
2376373,0,7.9,1.05,1,6.5,0,"night",29,"end","Fri",5,39,45,2022-04-29 05:39:45,2022-04-29 05:47:37
1318997,0,12.5,3.65,1,13,0,"morning",16,"middle","Sat",10,32,11,2022-04-16 10:32:11,2022-04-16 10:44:40
295209,1,51.5,30.34,2,66,6.55,"morning",4,"beginning","Mon",11,44,46,2022-04-04 11:44:46,2022-04-04 12:36:16
420978,1,19.9,5,2,18,0,"evening",5,"beginning","Tue",20,4,39,2022-04-05 20:04:39,2022-04-05 20:24:34
1440710,1,35.5,10.34,1,35,6.55,"night",18,"middle","Mon",5,39,59,2022-04-18 05:39:59,2022-04-18 06:15:31
2535909,1,19.2,3.4,2,15,0,"evening",30,"end","Sat",18,30,12,2022-04-30 18:30:12,2022-04-30 18:49:25
807688,1,1.6,0.16,1,3,0,"morning",10,"middle","Sun",6,28,48,2022-04-10 06:28:48,2022-04-10 06:30:21
623352,0,9.4,2.02,1,9,0,"morning",8,"beginning","Fri",6,14,39,2022-04-08 06:14:39,2022-04-08 06:24:06
349816,0,15,2.11,1,11,0,"morning",5,"beginning","Tue",6,48,30,2022-04-05 06:48:30,2022-04-05 07:03:30
1192474,1,39.5,19.1,2,53.5,0,"evening",14,"middle","Thu",18,37,39,2022-04-14 18:37:39,2022-04-14 19:17:08
2480181,1,4.8,0.67,3,5,0,"morning",30,"end","Sat",8,1,5,2022-04-30 08:01:05,2022-04-30 08:05:55
2351838,0,22.1,8.05,1,25.5,0,"evening",28,"end","Thu",17,2,50,2022-04-28 17:02:50,2022-04-28 17:24:57
2081134,0,11.3,2.3,2,10,0,"evening",25,"end","Mon",17,58,31,2022-04-25 17:58:31,2022-04-25 18:09:50
2365680,1,20.5,11.37,1,32,0,"night",28,"end","Thu",22,41,25,2022-04-28 22:41:25,2022-04-28 23:01:55
834432,0,16.6,3.56,1,14,0,"morning",10,"middle","Sun",11,44,59,2022-04-10 11:44:59,2022-04-10 12:01:37
186533,0,9.3,1.55,1,8,0,"evening",2,"beginning","Sat",20,25,15,2022-04-02 20:25:15,2022-04-02 20:34:32
1514144,1,14.4,5.22,1,17.5,0,"night",19,"middle","Tue",5,45,44,2022-04-19 05:45:44,2022-04-19 06:00:09
799667,0,10.2,3.9,0,12.5,0,"night",9,"beginning","Sat",23,23,4,2022-04-09 23:23:04,2022-04-09 23:33:18
1774486,0,3.1,0.4,1,4,0,"night",22,"end","Fri",4,53,16,2022-04-22 04:53:16,2022-04-22 04:56:21
2473988,1,31,4.71,1,22,0,"morning",30,"end","Sat",7,56,49,2022-04-30 07:56:49,2022-04-30 08:27:52
1730285,0,6.4,0.05,1,5.5,0,"afternoon",21,"end","Thu",13,18,24,2022-04-21 13:18:24,2022-04-21 13:24:49
1913436,1,52.1,7,1,34,0,"afternoon",23,"end","Sat",14,22,34,2022-04-23 14:22:34,2022-04-23 15:14:38
568480,1,43.4,9.94,6,33.5,0,"afternoon",7,"beginning","Thu",13,51,2,2022-04-07 13:51:02,2022-04-07 14:34:23
2029569,1,40.2,3.1,1,24.5,0,"morning",25,"end","Mon",6,43,54,2022-04-25 06:43:54,2022-04-25 07:24:09
1818477,0,5.6,0.99,2,6,0,"afternoon",22,"end","Fri",13,33,33,2022-04-22 13:33:33,2022-04-22 13:39:10
1592516,1,22.2,4,2,17.5,0,"night",20,"end","Wed",4,18,16,2022-04-20 04:18:16,2022-04-20 04:40:29
1592799,1,36,6.24,1,26,0,"night",20,"end","Wed",4,20,45,2022-04-20 04:20:45,2022-04-20 04:56:48
1753466,1,14.3,3.12,2,13,0,"evening",21,"end","Thu",17,23,42,2022-04-21 17:23:42,2022-04-21 17:37:59
493430,1,30.4,11.38,1,34.5,0,"evening",6,"beginning","Wed",16,12,49,2022-04-06 16:12:49,2022-04-06 16:43:12
1464790,1,23.4,4.43,1,17,0,"morning",18,"middle","Mon",11,57,19,2022-04-18 11:57:19,2022-04-18 12:20:45
94301,0,9.7,1.3,5,8,0,"evening",1,"beginning","Fri",19,58,45,2022-04-01 19:58:45,2022-04-01 20:08:26
1537071,0,10.2,1.2,1,8,0,"morning",19,"middle","Tue",10,26,42,2022-04-19 10:26:42,2022-04-19 10:36:51
2413928,0,14.7,0.6,1,9.5,0,"afternoon",29,"end","Fri",13,41,51,2022-04-29 13:41:51,2022-04-29 13:56:32
312827,1,33.3,5.14,1,23.5,0,"afternoon",4,"beginning","Mon",14,15,33,2022-04-04 14:15:33,2022-04-04 14:48:51
2230621,0,36.8,3.52,1,23,0,"afternoon",27,"end","Wed",12,56,56,2022-04-27 12:56:56,2022-04-27 13:33:45
1674129,1,12.2,5.49,1,17.5,0,"evening",20,"end","Wed",21,50,32,2022-04-20 21:50:32,2022-04-20 22:02:44
221976,1,20.7,9.07,1,26,0,"morning",3,"beginning","Sun",10,10,13,2022-04-03 10:10:13,2022-04-03 10:30:56
478358,0,18.9,2.2,1,13,0,"afternoon",6,"beginning","Wed",13,31,28,2022-04-06 13:31:28,2022-04-06 13:50:19
1926430,1,44,13.98,1,45,0,"evening",23,"end","Sat",16,13,59,2022-04-23 16:13:59,2022-04-23 16:57:57
2509544,1,54.5,17.45,1,51,0,"afternoon",30,"end","Sat",13,19,44,2022-04-30 13:19:44,2022-04-30 14:14:15
2448577,1,19.5,6.21,1,21,0,"evening",29,"end","Fri",19,8,25,2022-04-29 19:08:25,2022-04-29 19:27:54
1021089,0,13.2,3.14,1,12.5,0,"evening",12,"middle","Tue",19,5,26,2022-04-12 19:05:26,2022-04-12 19:18:41
1422732,0,29.6,4.2,1,17.5,0,"evening",17,"middle","Sun",17,55,55,2022-04-17 17:55:55,2022-04-17 18:25:32
194713,0,7.4,2,1,8,0,"night",2,"beginning","Sat",23,43,0,2022-04-02 23:43:00,2022-04-02 23:50:22
1989752,1,25.5,9.47,1,29,0,"afternoon",24,"end","Sun",12,50,19,2022-04-24 12:50:19,2022-04-24 13:15:50
1248714,0,41.8,9.01,1,30,6.55,"afternoon",15,"middle","Fri",12,40,27,2022-04-15 12:40:27,2022-04-15 13:22:15
2471557,0,6.6,1,1,6.5,0,"morning",30,"end","Sat",6,42,18,2022-04-30 06:42:18,2022-04-30 06:48:54
30792,1,29.5,4.03,1,19.5,0,"morning",1,"beginning","Fri",10,13,21,2022-04-01 10:13:21,2022-04-01 10:42:53
217653,1,19.1,4.7,2,17.5,0,"morning",3,"beginning","Sun",9,26,36,2022-04-03 09:26:36,2022-04-03 09:45:40
1042532,0,3.6,0.55,1,4.5,0,"morning",13,"middle","Wed",6,49,30,2022-04-13 06:49:30,2022-04-13 06:53:05
2055747,0,18.4,2.56,3,13.5,0,"afternoon",25,"end","Mon",12,26,9,2022-04-25 12:26:09,2022-04-25 12:44:32
557857,1,25.8,6.2,4,21.5,0,"morning",7,"beginning","Thu",11,41,41,2022-04-07 11:41:41,2022-04-07 12:07:28
1349681,0,17,2.9,1,12.5,0,"evening",16,"middle","Sat",16,36,29,2022-04-16 16:36:29,2022-04-16 16:53:29
649392,1,18.2,5.7,2,19.5,0,"afternoon",8,"beginning","Fri",12,37,6,2022-04-08 12:37:06,2022-04-08 12:55:17
777299,0,15.7,2,2,11.5,0,"evening",9,"beginning","Sat",17,13,4,2022-04-09 17:13:04,2022-04-09 17:28:43
1821332,1,17.4,3.96,2,16,0,"afternoon",22,"end","Fri",14,18,59,2022-04-22 14:18:59,2022-04-22 14:36:21
1879347,1,12.2,4.8,1,16.5,0,"morning",23,"end","Sat",7,29,17,2022-04-23 07:29:17,2022-04-23 07:41:28
206244,0,17.4,6.22,1,20,0,"morning",3,"beginning","Sun",7,15,10,2022-04-03 07:15:10,2022-04-03 07:32:34
1429292,0,11.6,1.5,4,9.5,0,"evening",17,"middle","Sun",19,3,57,2022-04-17 19:03:57,2022-04-17 19:15:33
679804,1,11.9,1.57,1,9,0,"evening",8,"beginning","Fri",16,41,35,2022-04-08 16:41:35,2022-04-08 16:53:29
789061,1,27.4,4.8,3,20,0,"evening",9,"beginning","Sat",20,35,29,2022-04-09 20:35:29,2022-04-09 21:02:56
1808153,1,22.7,4.55,1,18,0,"afternoon",22,"end","Fri",12,35,56,2022-04-22 12:35:56,2022-04-22 12:58:37
760230,0,19.1,2.8,1,13.5,0,"afternoon",9,"beginning","Sat",14,9,54,2022-04-09 14:09:54,2022-04-09 14:29:03
2239118,0,10.2,1,1,7.5,0,"afternoon",27,"end","Wed",14,35,44,2022-04-27 14:35:44,2022-04-27 14:45:58
581591,0,14.1,6.72,1,14.5,0,"afternoon",7,"beginning","Thu",15,50,43,2022-04-07 15:50:43,2022-04-07 16:04:50
424651,0,13.1,1.6,1,10,0,"night",6,"beginning","Wed",3,40,13,2022-04-06 03:40:13,2022-04-06 03:53:19
2516309,1,33.9,10.35,1,35,0,"afternoon",30,"end","Sat",14,29,24,2022-04-30 14:29:24,2022-04-30 15:03:17
496886,0,10.1,1.6,1,8.5,0,"evening",6,"beginning","Wed",16,9,22,2022-04-06 16:09:22,2022-04-06 16:19:30
1022286,0,7.6,1.5,5,7.5,0,"evening",12,"middle","Tue",20,46,44,2022-04-12 20:46:44,2022-04-12 20:54:22
1819382,0,29.5,4.8,1,20.5,0,"afternoon",22,"end","Fri",13,1,52,2022-04-22 13:01:52,2022-04-22 13:31:22
312168,0,17.6,9.38,1,27,6.55,"afternoon",4,"beginning","Mon",14,53,45,2022-04-04 14:53:45,2022-04-04 15:11:23
43754,1,34.8,6.42,3,26,0,"afternoon",1,"beginning","Fri",12,37,42,2022-04-01 12:37:42,2022-04-01 13:12:32
37960,0,6.4,0.9,1,6,0,"morning",1,"beginning","Fri",11,18,42,2022-04-01 11:18:42,2022-04-01 11:25:04
193864,0,16.4,4.48,1,15.5,0,"night",2,"beginning","Sat",23,19,48,2022-04-02 23:19:48,2022-04-02 23:36:13
744750,1,26,8.7,1,27,6.55,"afternoon",9,"beginning","Sat",12,47,44,2022-04-09 12:47:44,2022-04-09 13:13:47
2299384,1,28.7,4.71,1,21,0,"morning",28,"end","Thu",8,28,17,2022-04-28 08:28:17,2022-04-28 08:56:57
1359678,1,17.8,6.84,1,21,0,"evening",16,"middle","Sat",18,23,22,2022-04-16 18:23:22,2022-04-16 18:41:11
2540028,0,21.4,4.99,1,19.5,0,"evening",30,"end","Sat",19,26,13,2022-04-30 19:26:13,2022-04-30 19:47:40
1741968,0,20.3,9.23,1,18.5,0,"afternoon",21,"end","Thu",15,40,53,2022-04-21 15:40:53,2022-04-21 16:01:12
139947,1,26.8,3.17,3,17.5,0,"afternoon",2,"beginning","Sat",12,22,35,2022-04-02 12:22:35,2022-04-02 12:49:21
2277349,1,11.4,3.04,1,11.5,0,"night",28,"end","Thu",3,16,7,2022-04-28 03:16:07,2022-04-28 03:27:32
446234,0,29.5,3.02,2,18.5,0,"morning",6,"beginning","Wed",7,23,46,2022-04-06 07:23:46,2022-04-06 07:53:15
1970521,0,14.4,2.8,1,12.5,0,"morning",24,"end","Sun",8,35,40,2022-04-24 08:35:40,2022-04-24 08:50:07
1368477,0,6.8,0.9,3,6.5,0,"evening",16,"middle","Sat",21,18,58,2022-04-16 21:18:58,2022-04-16 21:25:43
1022100,0,10.4,2.6,1,10.5,0,"evening",12,"middle","Tue",19,25,23,2022-04-12 19:25:23,2022-04-12 19:35:46
2174162,0,4.9,1.45,1,6.5,0,"evening",26,"end","Tue",19,4,36,2022-04-26 19:04:36,2022-04-26 19:09:31
2453917,0,20.2,13.63,1,37,0,"evening",29,"end","Fri",20,41,21,2022-04-29 20:41:21,2022-04-29 21:01:34
2532399,1,20.6,7.45,1,23,6.55,"evening",30,"end","Sat",17,53,13,2022-04-30 17:53:13,2022-04-30 18:13:47
1950451,1,22.8,9.6,1,28,0,"evening",23,"end","Sat",21,54,54,2022-04-23 21:54:54,2022-04-23 22:17:42
703312,0,8.8,1.45,1,7.5,0,"night",8,"beginning","Fri",22,48,24,2022-04-08 22:48:24,2022-04-08 22:57:09
46033,1,31,2.84,1,19,0,"afternoon",1,"beginning","Fri",12,58,40,2022-04-01 12:58:40,2022-04-01 13:29:41
1780138,1,6.8,0.61,1,6,0,"night",22,"end","Fri",5,55,20,2022-04-22 05:55:20,2022-04-22 06:02:11
117047,0,13.2,1,1,9.5,0,"morning",2,"beginning","Sat",7,9,52,2022-04-02 07:09:52,2022-04-02 07:23:06
942098,1,67.4,21.17,2,64.5,6.55,"night",12,"middle","Tue",3,16,34,2022-04-12 03:16:34,2022-04-12 04:23:58
178197,0,8.8,1.17,1,7.5,0,"evening",2,"beginning","Sat",19,13,2,2022-04-02 19:13:02,2022-04-02 19:21:52
1463132,1,25.2,7.7,2,26,6.55,"morning",18,"middle","Mon",11,18,44,2022-04-18 11:18:44,2022-04-18 11:43:56
1773747,0,16.8,2.4,0,12.5,0,"night",22,"end","Fri",4,13,48,2022-04-22 04:13:48,2022-04-22 04:30:34
16763,0,8.8,0.6,3,7,0,"morning",1,"beginning","Fri",6,14,52,2022-04-01 06:14:52,2022-04-01 06:23:37
2516777,0,6.8,1.16,2,7,0,"afternoon",30,"end","Sat",15,32,43,2022-04-30 15:32:43,2022-04-30 15:39:32
1794580,0,11.8,1.78,2,9.5,0,"morning",22,"end","Fri",9,47,21,2022-04-22 09:47:21,2022-04-22 09:59:08
2042488,0,3.2,0.4,1,4,0,"morning",25,"end","Mon",9,47,52,2022-04-25 09:47:52,2022-04-25 09:51:04
1160973,0,18.3,2.97,1,14,0,"afternoon",14,"middle","Thu",12,21,23,2022-04-14 12:21:23,2022-04-14 12:39:41
589240,1,19.1,6.21,1,21,0,"evening",7,"beginning","Thu",16,38,4,2022-04-07 16:38:04,2022-04-07 16:57:13
2244304,0,23.6,2.47,1,16,0,"afternoon",27,"end","Wed",15,15,54,2022-04-27 15:15:54,2022-04-27 15:39:28
2125305,0,8.5,1,1,7,0,"morning",26,"end","Tue",10,50,17,2022-04-26 10:50:17,2022-04-26 10:58:49
2313060,1,28.9,2.8,1,18.5,0,"morning",28,"end","Thu",11,1,56,2022-04-28 11:01:56,2022-04-28 11:30:48
543591,1,22.6,1.58,1,14.5,0,"morning",7,"beginning","Thu",9,20,13,2022-04-07 09:20:13,2022-04-07 09:42:50
1079378,0,5.4,0.77,1,5.5,0,"afternoon",13,"middle","Wed",14,55,35,2022-04-13 14:55:35,2022-04-13 15:00:59
45461,0,7.7,1.31,1,7.5,0,"afternoon",1,"beginning","Fri",12,59,28,2022-04-01 12:59:28,2022-04-01 13:07:07
1204447,1,15.1,5.26,1,16.5,0,"evening",14,"middle","Thu",21,5,8,2022-04-14 21:05:08,2022-04-14 21:20:16
1405047,1,16.2,8.12,1,23.5,6.55,"afternoon",17,"middle","Sun",12,24,34,2022-04-17 12:24:34,2022-04-17 12:40:44
1111520,1,13.7,3.76,1,13.5,0,"evening",13,"middle","Wed",20,15,4,2022-04-13 20:15:04,2022-04-13 20:28:48
205378,0,15.3,3.2,1,13.5,0,"morning",3,"beginning","Sun",7,51,59,2022-04-03 07:51:59,2022-04-03 08:07:15
862909,1,20.1,7.13,6,22.5,6.55,"evening",10,"middle","Sun",19,30,38,2022-04-10 19:30:38,2022-04-10 19:50:46
925681,0,4.4,0.5,3,5,0,"evening",11,"middle","Mon",16,17,28,2022-04-11 16:17:28,2022-04-11 16:21:50
551592,0,10.8,1.4,1,8.5,0,"morning",7,"beginning","Thu",10,1,22,2022-04-07 10:01:22,2022-04-07 10:12:11
485903,1,12.6,2.23,1,10.5,0,"afternoon",6,"beginning","Wed",14,50,4,2022-04-06 14:50:04,2022-04-06 15:02:38
595808,1,17.8,8.2,1,24,6.55,"evening",7,"beginning","Thu",18,46,4,2022-04-07 18:46:04,2022-04-07 19:03:52
655733,0,13.8,2,1,11,0,"afternoon",8,"beginning","Fri",13,22,8,2022-04-08 13:22:08,2022-04-08 13:35:57
1321176,1,29,11.61,1,34,6.55,"morning",16,"middle","Sat",10,7,29,2022-04-16 10:07:29,2022-04-16 10:36:31
293263,1,21,5.1,4,20,0,"morning",4,"beginning","Mon",11,36,20,2022-04-04 11:36:20,2022-04-04 11:57:19
147158,1,25.6,4.37,1,19,0,"afternoon",2,"beginning","Sat",13,10,11,2022-04-02 13:10:11,2022-04-02 13:35:44
1833810,1,25,9.36,1,29.5,6.55,"evening",22,"end","Fri",16,33,2,2022-04-22 16:33:02,2022-04-22 16:58:01
667428,0,29.3,4.25,2,19.5,0,"afternoon",8,"beginning","Fri",14,48,57,2022-04-08 14:48:57,2022-04-08 15:18:17
1309816,0,3.5,1.04,1,5,0,"morning",16,"middle","Sat",8,20,1,2022-04-16 08:20:01,2022-04-16 08:23:34
886451,0,16.4,0.4,1,10.5,0,"morning",11,"middle","Mon",8,48,40,2022-04-11 08:48:40,2022-04-11 09:05:03
589906,1,31,10.7,1,32.5,6.55,"evening",7,"beginning","Thu",16,20,15,2022-04-07 16:20:15,2022-04-07 16:51:17
1672870,0,10.8,1.9,1,8.5,0,"evening",20,"end","Wed",20,41,45,2022-04-20 20:41:45,2022-04-20 20:52:33
1493282,1,21.5,4.7,1,18.5,0,"evening",18,"middle","Mon",17,13,25,2022-04-18 17:13:25,2022-04-18 17:34:57
854313,1,18.5,2.9,1,14.5,0,"evening",10,"middle","Sun",16,4,58,2022-04-10 16:04:58,2022-04-10 16:23:29
2399472,1,28.2,3.43,2,19,0,"morning",29,"end","Fri",10,11,20,2022-04-29 10:11:20,2022-04-29 10:39:32
412629,0,6.6,1.6,1,7.5,0,"evening",5,"beginning","Tue",17,45,34,2022-04-05 17:45:34,2022-04-05 17:52:11
1475058,1,32.3,7.32,1,27,0,"afternoon",18,"middle","Mon",13,19,23,2022-04-18 13:19:23,2022-04-18 13:51:39
1699531,1,20.9,4.6,2,18.5,0,"morning",21,"end","Thu",8,52,19,2022-04-21 08:52:19,2022-04-21 09:13:15
2392893,1,44.1,11.11,1,38.5,6.55,"morning",29,"end","Fri",9,32,32,2022-04-29 09:32:32,2022-04-29 10:16:38
1463445,0,53.3,17.91,1,40.5,6.55,"morning",18,"middle","Mon",11,33,43,2022-04-18 11:33:43,2022-04-18 12:27:03
1621302,0,38.9,10.12,2,34,6.55,"morning",20,"end","Wed",10,17,18,2022-04-20 10:17:18,2022-04-20 10:56:12
2206661,1,40.1,12.28,6,39.5,0,"morning",27,"end","Wed",8,12,39,2022-04-27 08:12:39,2022-04-27 08:52:46
1602550,0,8.9,0.98,5,7,0,"morning",20,"end","Wed",6,48,52,2022-04-20 06:48:52,2022-04-20 06:57:48
1752121,1,26.4,10.23,3,31,0,"evening",21,"end","Thu",17,52,23,2022-04-21 17:52:23,2022-04-21 18:18:49
983587,0,15.6,4.04,1,15,0,"morning",12,"middle","Tue",11,2,29,2022-04-12 11:02:29,2022-04-12 11:18:07
702837,1,17.5,6.1,1,19,0,"evening",8,"beginning","Fri",21,56,43,2022-04-08 21:56:43,2022-04-08 22:14:15
1975069,0,27.1,3.63,3,18.5,0,"morning",24,"end","Sun",9,11,55,2022-04-24 09:11:55,2022-04-24 09:39:03
1941499,1,36.1,8.7,1,31.5,0,"evening",23,"end","Sat",19,23,59,2022-04-23 19:23:59,2022-04-23 20:00:08
1904621,1,26.4,5.94,2,23.5,0,"afternoon",23,"end","Sat",12,13,23,2022-04-23 12:13:23,2022-04-23 12:39:45
2317078,1,44.3,6.38,1,30.5,0,"afternoon",28,"end","Thu",12,17,19,2022-04-28 12:17:19,2022-04-28 13:01:36
1617870,1,25.5,3.7,1,18.5,0,"morning",20,"end","Wed",9,14,3,2022-04-20 09:14:03,2022-04-20 09:39:32
