"id","quality","variety","price","distance","courteousness","atmosphere","rating_PinkBerry","rating_RedMango","rating_16Handles","rank_PinkBerry","rank_RedMango","rank_16Handles","rewardsCard_16Handles","social","gender"
866,4,3,4,4,3,3,3,3,4,3,1,2,1,2,1
867,4,3,4,4,4,3,3,3,4,3,1,2,2,2,2
868,2,2,2,2,1,2,1,2,2,3,1,2,2,4,2
869,2,2,2,2,2,2,1,4,3,2,1,3,1,3,2
870,2,2,2,2,2,2,1,4,3,2,1,3,1,3,2
871,5,4,3,5,5,5,2,5,5,3,1,2,2,3,2
872,4,3,4,4,3,3,3,5,5,3,1,2,1,1,1
873,4,3,4,4,3,3,3,3,4,3,1,2,1,5,1
874,2,2,2,2,2,2,1,2,2,3,1,2,2,2,2
875,3,2,5,3,2,2,1,4,3,2,1,3,1,3,2
876,3,5,5,3,2,4,4,4,3,1,2,3,2,2,2
877,2,2,2,2,2,2,1,4,3,2,1,3,2,1,1
878,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
879,3,5,5,3,2,4,4,4,3,1,2,3,2,2,2
880,2,2,2,2,2,2,1,4,3,2,1,3,2,3,1
881,4,3,4,4,3,3,3,3,4,3,1,2,2,4,1
882,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
883,3,5,5,3,4,4,4,4,3,1,2,3,2,2,1
884,4,3,4,4,3,3,3,5,5,3,1,2,2,2,2
885,3,5,5,3,2,2,1,4,3,2,1,3,1,2,2
886,5,4,3,5,3,5,2,5,5,3,1,2,1,2,2
887,3,5,5,3,2,2,1,4,3,2,1,3,1,2,2
888,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
889,4,3,4,4,3,3,3,5,4,2,1,3,2,2,2
890,4,3,4,4,3,3,3,3,4,3,1,2,1,3,2
891,3,5,5,3,2,4,4,4,3,1,2,3,1,1,2
892,4,3,4,4,4,3,3,3,4,3,1,2,1,1,1
893,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
894,3,5,5,3,2,4,4,4,3,1,2,3,2,1,2
895,3,5,5,3,2,4,4,4,3,1,2,3,1,1,2
896,3,5,5,3,4,4,4,4,3,1,2,3,1,1,2
897,3,5,5,3,4,4,4,4,3,1,2,3,2,1,2
898,1,1,1,1,1,1,5,1,1,2,3,1,2,1,2
899,5,4,3,5,5,5,2,5,5,3,1,2,1,4,2
900,2,2,2,2,1,2,1,2,2,3,1,2,1,1,2
901,4,3,4,4,4,3,3,3,4,3,1,2,2,2,2
902,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
903,1,1,1,1,1,1,5,1,1,2,3,1,2,1,2
904,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
905,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
906,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
907,3,5,5,3,2,4,4,4,3,1,2,3,2,2,2
908,2,2,2,2,2,2,1,4,3,2,1,3,1,2,2
909,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
910,2,2,2,2,1,2,1,2,2,3,1,2,2,2,2
911,4,3,4,4,4,4,4,3,4,3,2,1,1,2,2
912,2,2,2,2,2,2,1,4,3,2,1,3,1,4,2
913,2,2,2,2,2,2,1,2,2,3,1,2,1,2,2
914,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
915,3,5,5,3,4,4,4,4,3,1,2,3,1,2,2
916,3,5,5,3,4,4,4,4,3,1,2,3,1,1,1
917,4,3,4,4,4,4,4,3,4,3,2,1,2,1,2
918,4,3,4,4,3,3,3,5,5,3,1,2,2,1,2
919,4,3,4,4,4,3,3,3,4,3,1,2,2,1,1
920,4,3,4,4,3,3,3,5,5,3,1,2,2,3,2
921,4,3,4,4,4,3,3,3,4,3,1,2,2,1,2
922,2,2,2,2,2,2,1,4,3,2,1,3,1,5,2
923,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
924,3,2,5,3,2,2,1,4,3,2,1,3,1,1,2
925,3,5,5,3,4,4,4,3,4,3,2,1,2,2,1
926,3,5,5,3,2,2,1,4,3,2,1,3,1,3,2
927,4,3,4,4,4,3,3,3,4,3,1,2,1,1,2
928,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
929,4,3,4,4,3,3,3,3,4,3,1,2,2,3,2
930,2,2,2,2,2,2,1,4,3,2,1,3,1,3,2
931,4,3,4,4,4,3,3,3,4,3,1,2,1,2,1
932,2,2,2,2,2,2,1,4,3,2,1,3,1,2,2
933,5,4,3,5,5,5,2,5,5,3,1,2,1,1,1
934,3,2,5,3,2,2,1,4,3,2,1,3,1,2,1
935,2,2,2,2,2,2,1,4,3,2,1,3,1,3,1
936,1,1,1,1,1,1,5,1,1,2,3,1,2,2,1
937,2,2,2,2,2,2,1,4,3,2,1,3,2,2,2
938,2,2,2,2,2,2,1,4,3,2,1,3,2,2,2
939,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
940,4,3,4,4,3,3,3,5,4,2,1,3,2,3,2
941,4,3,4,4,4,3,3,3,4,3,1,2,2,2,2
942,5,3,3,5,3,5,2,5,5,3,1,2,1,3,2
943,5,4,3,5,5,5,2,5,5,3,1,2,1,5,1
944,3,5,5,3,4,4,4,4,3,1,2,3,1,1,2
945,4,3,4,4,3,3,3,5,5,3,1,2,1,1,1
946,3,5,5,3,4,4,4,4,3,1,2,3,2,2,2
947,4,3,4,4,4,3,3,3,4,3,1,2,1,4,2
948,4,3,4,4,3,3,3,5,4,2,1,3,2,3,2
949,5,4,3,5,5,5,2,5,5,3,1,2,1,4,2
950,4,5,4,4,4,4,4,3,4,3,2,1,2,2,2
951,2,2,2,2,2,2,1,4,3,2,1,3,2,1,2
952,4,3,4,4,4,4,4,3,4,3,2,1,2,3,2
953,3,5,5,3,4,4,4,3,4,3,2,1,1,4,1
954,4,3,4,4,3,3,3,5,4,2,1,3,1,5,2
955,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
956,2,2,2,2,1,2,1,2,2,3,1,2,1,3,2
957,2,2,2,2,2,2,1,4,3,2,1,3,1,2,2
958,4,3,4,4,3,3,3,3,4,3,1,2,1,3,2
959,4,3,4,4,3,3,3,5,5,3,1,2,1,1,2
960,4,3,4,4,3,3,3,3,4,3,1,2,1,3,1
961,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
962,2,2,2,2,2,2,1,2,2,3,1,2,1,2,2
963,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
964,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
965,4,3,4,4,3,3,3,5,4,2,1,3,2,2,2
966,4,3,4,4,3,3,3,3,4,3,1,2,2,2,2
967,4,3,4,4,3,3,3,5,4,2,1,3,1,2,2
968,2,2,2,2,2,2,1,4,3,2,1,3,1,3,2
969,5,4,3,5,5,5,2,5,5,3,1,2,2,5,2
970,4,3,4,4,3,3,3,3,4,3,1,2,2,1,2
971,3,5,5,3,2,2,1,4,3,2,1,3,1,3,2
972,3,5,5,3,2,2,1,4,3,2,1,3,1,2,2
973,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
974,5,4,3,5,5,5,2,5,5,3,1,2,2,5,2
975,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
976,2,1,2,2,1,2,1,2,2,3,1,2,1,1,2
977,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
978,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
979,4,3,4,4,3,3,3,3,4,3,1,2,2,2,2
980,3,5,5,3,2,4,4,4,3,1,2,3,1,3,2
981,4,3,4,4,4,3,3,3,4,3,1,2,2,1,2
982,5,4,3,5,5,5,2,5,5,3,1,2,2,1,1
983,4,3,4,4,3,3,3,3,4,3,1,2,1,4,2
984,2,2,2,2,2,2,1,2,2,3,1,2,1,1,2
985,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
986,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
987,2,2,2,2,2,2,1,2,2,3,1,2,1,3,1
988,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
989,3,5,5,3,2,4,4,4,3,1,2,3,1,2,1
990,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
991,4,3,4,4,3,3,3,3,4,3,1,2,1,3,2
992,4,3,4,4,4,4,4,3,4,3,2,1,1,2,2
993,1,1,1,1,1,1,5,1,1,2,3,1,2,1,2
994,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
995,4,3,4,4,3,3,3,5,4,2,1,3,2,1,1
996,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
997,4,3,4,4,4,3,3,3,4,3,1,2,2,2,2
998,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
999,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
1000,4,3,4,4,4,3,3,3,4,3,1,2,2,2,2
1001,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
1002,5,4,3,5,5,5,2,5,5,3,1,2,2,3,1
1003,4,3,4,4,3,3,3,3,4,3,1,2,2,3,2
1004,2,1,2,2,1,2,1,2,2,3,1,2,2,1,2
1005,4,3,4,4,3,3,3,5,4,2,1,3,2,2,1
1006,4,3,4,4,3,3,3,5,5,3,1,2,1,4,2
1007,4,3,4,4,3,3,3,3,4,3,1,2,1,4,2
1008,3,5,5,3,2,2,1,4,3,2,1,3,2,3,2
1009,1,1,1,1,1,1,5,1,1,2,3,1,2,1,2
1010,4,3,4,4,3,3,3,5,5,3,1,2,2,1,1
1011,2,2,2,2,1,2,1,2,2,3,1,2,2,1,2
1012,4,3,4,4,3,3,3,5,5,3,1,2,1,3,2
1013,1,1,1,1,1,1,5,1,1,2,3,1,2,1,2
1014,5,4,3,5,5,5,2,5,5,3,1,2,2,2,1
1015,2,2,2,2,2,2,1,2,2,3,1,2,2,4,1
1016,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1017,4,3,4,4,4,3,3,3,4,3,1,2,2,2,1
1018,3,5,5,3,2,2,1,4,3,2,1,3,1,2,2
1019,4,3,4,4,4,3,3,3,4,3,1,2,1,4,1
1020,5,3,3,5,3,5,2,5,5,3,1,2,1,3,2
1021,4,3,4,4,4,4,4,3,4,3,2,1,1,2,2
1022,2,2,2,2,1,2,1,2,2,3,1,2,2,4,1
1023,3,5,5,3,4,4,4,4,3,1,2,3,1,2,1
1024,3,5,5,3,4,4,4,3,4,3,2,1,1,2,2
1025,2,2,2,2,2,2,1,4,3,2,1,3,2,1,2
1026,5,4,3,5,5,5,2,5,5,3,1,2,2,4,1
1027,4,3,4,4,3,3,3,5,4,2,1,3,1,1,1
1028,4,3,4,4,3,3,3,5,4,2,1,3,1,1,2
1029,1,1,1,1,1,1,5,1,1,2,3,1,2,3,1
1030,4,3,4,4,4,3,3,3,4,3,1,2,1,2,2
1031,2,2,2,2,1,2,1,2,2,3,1,2,1,2,2
1032,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1033,3,5,5,3,2,2,1,4,3,2,1,3,2,3,2
1034,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1035,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
1036,5,4,3,5,5,5,2,5,5,3,1,2,2,2,1
1037,2,2,2,2,1,2,1,2,2,3,1,2,2,2,2
1038,4,5,4,4,4,4,4,3,4,3,2,1,2,4,2
1039,4,3,4,4,3,3,3,5,5,3,1,2,1,3,1
1040,2,2,2,2,2,2,1,2,2,3,1,2,2,1,2
1041,2,2,2,2,2,2,1,4,3,2,1,3,1,3,2
1042,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1043,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1044,5,4,3,5,5,5,2,5,5,3,1,2,2,3,1
1045,3,5,5,3,4,4,4,3,4,3,2,1,1,2,1
1046,2,2,2,2,2,2,1,4,3,2,1,3,1,1,2
1047,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1048,2,2,2,2,1,2,1,2,2,3,1,2,2,3,2
1049,4,3,4,4,4,4,4,3,4,3,2,1,3,5,2
1050,1,1,1,1,1,1,5,1,1,2,3,1,2,1,1
1051,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1052,2,2,2,2,2,2,1,2,2,3,1,2,2,1,2
1053,2,2,2,2,2,2,1,4,3,2,1,3,2,2,2
1054,5,4,3,5,5,5,2,5,5,3,1,2,2,3,2
1055,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
1056,2,2,2,2,2,2,1,4,3,2,1,3,2,2,2
1057,5,4,3,5,5,5,2,5,5,3,1,2,1,5,1
1058,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1059,3,5,5,3,4,4,4,4,3,1,2,3,2,2,2
1060,2,1,2,2,1,2,1,2,2,3,1,2,2,1,1
1061,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
1062,3,5,5,3,4,4,4,3,4,3,2,1,1,1,2
1063,2,2,2,2,2,2,1,2,2,3,1,2,1,2,2
1064,2,2,2,2,2,2,1,2,2,3,1,2,2,2,2
1065,1,1,1,1,1,1,5,1,1,2,3,1,1,3,2
1066,2,2,2,2,2,2,1,2,2,3,1,2,1,2,2
1067,5,4,3,5,5,5,2,5,5,3,1,2,2,2,1
1068,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1069,3,5,5,3,4,4,4,4,3,1,2,3,2,3,1
1070,3,5,5,3,4,4,4,4,3,1,2,3,1,1,2
1071,3,5,5,3,4,4,4,4,3,1,2,3,2,1,2
1072,4,3,4,4,4,3,3,3,4,3,1,2,1,2,2
1073,1,1,1,1,1,1,5,1,1,2,3,1,2,1,2
1074,5,4,3,5,5,5,2,5,5,3,1,2,2,3,2
1075,5,4,3,5,3,5,2,5,5,3,1,2,1,2,2
1076,5,4,3,5,5,5,2,5,5,3,1,2,2,3,2
1077,3,5,5,3,4,4,4,3,4,3,2,1,1,1,1
1078,5,4,3,5,5,5,2,5,5,3,1,2,1,1,1
1079,4,3,4,4,3,3,3,5,4,2,1,3,2,5,2
1080,4,3,4,4,3,3,3,3,4,3,1,2,1,2,2
1081,1,1,1,1,1,1,5,1,1,2,3,1,2,3,2
1082,4,3,4,4,3,3,3,3,4,3,1,2,1,2,2
1083,1,1,1,1,1,1,5,1,1,2,3,1,2,4,2
1084,4,3,4,4,4,3,3,3,4,3,1,2,2,2,1
1085,3,5,5,3,2,2,1,4,3,2,1,3,2,3,2
1086,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
1087,4,3,4,4,3,3,3,5,4,2,1,3,2,1,1
1088,2,2,2,2,1,2,1,2,2,3,1,2,1,3,2
1089,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
1090,3,2,5,3,2,2,1,4,3,2,1,3,1,2,2
1091,2,2,2,2,1,2,1,2,2,3,1,2,1,2,2
1092,1,1,1,1,1,1,5,1,1,2,3,1,1,2,1
1093,3,5,5,3,4,4,4,4,3,1,2,3,1,1,1
1094,2,2,2,2,2,2,1,4,3,2,1,3,1,2,2
1095,1,1,1,1,1,1,5,1,1,2,3,1,1,4,1
1096,5,4,3,5,5,5,2,5,5,3,1,2,1,3,1
1097,3,5,5,3,4,4,4,3,4,3,2,1,1,5,1
1098,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1099,4,5,4,4,4,4,4,3,4,3,2,1,2,2,2
1100,4,3,4,4,4,3,3,3,4,3,1,2,2,2,2
1101,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1102,2,2,2,2,1,2,1,2,2,3,1,2,2,1,1
1103,3,5,5,3,4,4,4,4,3,1,2,3,1,2,2
1104,5,4,3,5,3,5,2,5,5,3,1,2,2,4,2
1105,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
1106,5,4,3,5,5,5,2,5,5,3,1,2,2,3,1
1107,5,4,3,5,5,5,2,5,5,3,1,2,1,3,1
1108,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
1109,4,3,4,4,4,3,3,3,4,3,1,2,2,3,2
1110,5,4,3,5,5,5,2,5,5,3,1,2,1,4,2
1111,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
1112,4,3,4,4,3,3,3,5,5,3,1,2,1,5,1
1113,4,3,4,4,3,3,3,5,4,2,1,3,2,3,2
1114,5,3,3,5,3,5,2,5,5,3,1,2,2,2,2
1115,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1116,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
1117,5,4,3,5,5,5,2,5,5,3,1,2,1,4,2
1118,4,5,4,4,4,4,4,3,4,3,2,1,1,1,2
1119,3,5,5,3,2,2,1,4,3,2,1,3,2,1,2
1120,4,3,4,4,4,3,3,3,4,3,1,2,2,2,1
1121,2,2,2,2,2,2,1,4,3,2,1,3,1,1,2
1122,4,3,4,4,3,3,3,3,4,3,1,2,2,2,2
1123,1,1,1,1,1,1,5,1,1,2,3,1,1,4,2
1124,4,5,4,4,4,4,4,3,4,3,2,1,1,2,2
1125,2,2,2,2,2,2,1,2,2,3,1,2,1,1,2
1126,4,3,4,4,4,4,4,3,4,3,2,1,2,1,2
1127,5,3,3,5,3,5,2,5,5,3,1,2,2,1,2
1128,2,2,2,2,1,2,1,2,2,3,1,2,2,2,1
1129,4,3,4,4,3,3,3,5,4,2,1,3,1,2,2
1130,4,3,4,4,3,3,3,5,4,2,1,3,1,3,1
1131,3,5,5,3,2,4,4,4,3,1,2,3,2,2,2
1132,5,4,3,5,5,5,2,5,5,3,1,2,1,1,1
1133,5,4,3,5,5,5,2,5,5,3,1,2,3,2,2
1134,4,3,4,4,3,3,3,5,4,2,1,3,1,2,2
1135,3,5,5,3,2,2,1,4,3,2,1,3,1,2,2
1136,2,2,2,2,1,2,1,2,2,3,1,2,1,1,2
1137,4,3,4,4,4,4,4,3,4,3,2,1,2,1,1
1138,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1139,3,5,5,3,2,2,1,4,3,2,1,3,2,1,1
1140,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
1141,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
1142,3,5,5,3,4,4,4,3,4,3,2,1,1,2,2
1143,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
1144,3,5,5,3,2,2,1,4,3,2,1,3,2,5,2
1145,4,3,4,4,3,3,3,3,4,3,1,2,1,2,2
1146,2,2,2,2,2,2,1,4,3,2,1,3,1,1,2
1147,3,5,5,3,2,4,4,4,3,1,2,3,2,4,2
1148,5,4,3,5,5,5,2,5,5,3,1,2,2,4,1
1149,5,3,3,5,3,5,2,5,5,3,1,2,1,1,2
1150,2,2,2,2,1,2,1,2,2,3,1,2,1,2,2
1151,3,5,5,3,2,4,4,4,3,1,2,3,1,1,2
1152,1,1,1,1,1,1,5,1,1,2,3,1,2,3,2
1153,5,4,3,5,5,5,2,5,5,3,1,2,2,3,2
1154,2,2,2,2,2,2,1,2,2,3,1,2,1,2,2
1155,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
1156,2,1,2,2,1,2,1,2,2,3,1,2,2,2,2
1157,2,2,2,2,2,2,1,2,2,3,1,2,2,3,2
1158,5,4,3,5,5,5,2,5,5,3,1,2,1,5,2
1159,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
1160,5,4,3,5,5,5,2,5,5,3,1,2,2,4,2
1161,1,1,1,1,1,1,5,1,1,2,3,1,1,5,2
1162,4,3,4,4,4,3,3,3,4,3,1,2,1,2,2
1163,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1164,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1165,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1166,1,1,1,1,1,1,5,1,1,2,3,1,1,3,1
1167,3,5,5,3,4,4,4,4,3,1,2,3,1,2,2
1168,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
1169,5,4,3,5,5,5,2,5,5,3,1,2,1,5,2
1170,5,4,3,5,5,5,2,5,5,3,1,2,1,5,2
1171,4,3,4,4,3,3,3,3,4,3,1,2,2,2,2
1172,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1173,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1174,1,1,1,1,1,1,5,1,1,2,3,1,1,5,2
1175,5,4,3,5,5,5,2,5,5,3,1,2,2,1,1
1176,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1177,2,2,2,2,2,2,1,2,2,3,1,2,2,1,2
1178,1,1,1,1,1,1,5,1,1,2,3,1,1,4,1
1179,3,5,5,3,4,4,4,3,4,3,2,1,2,2,1
1180,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
1181,2,2,2,2,2,2,1,4,3,2,1,3,2,2,2
1182,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1183,2,2,2,2,2,2,1,4,3,2,1,3,2,2,2
1184,2,2,2,2,2,2,1,4,3,2,1,3,1,1,2
1185,4,3,4,4,3,3,3,3,4,3,1,2,1,4,2
1186,4,3,4,4,3,3,3,5,5,3,1,2,2,1,2
1187,3,5,5,3,2,4,4,4,3,1,2,3,1,4,1
1188,4,3,4,4,3,3,3,3,4,3,1,2,2,3,1
1189,4,3,4,4,3,3,3,5,4,2,1,3,1,2,2
1190,4,3,4,4,3,3,3,5,4,2,1,3,2,2,2
1191,1,1,1,1,1,1,5,1,1,2,3,1,1,3,1
1192,3,5,5,3,2,4,4,4,3,1,2,3,2,1,2
1193,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
1194,4,3,4,4,3,3,3,5,4,2,1,3,1,2,2
1195,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1196,3,5,5,3,4,4,4,3,4,3,2,1,1,4,2
1197,2,2,2,2,2,2,1,4,3,2,1,3,1,2,2
1198,3,5,5,3,4,4,4,4,3,1,2,3,1,3,1
1199,3,5,5,3,4,4,4,4,3,1,2,3,2,1,1
1200,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1201,1,1,1,1,1,1,5,1,1,2,3,1,1,3,2
1202,2,2,2,2,1,2,1,2,2,3,1,2,1,2,2
1203,3,5,5,3,4,4,4,3,4,3,2,1,1,2,2
1204,4,3,4,4,4,4,4,3,4,3,2,1,1,2,2
1205,2,2,2,2,1,2,1,2,2,3,1,2,1,2,2
1206,1,1,1,1,1,1,5,1,1,2,3,1,2,3,2
1207,4,5,4,4,4,4,4,3,4,3,2,1,1,1,2
1208,2,2,2,2,2,2,1,4,3,2,1,3,1,2,2
1209,5,3,3,5,3,5,2,5,5,3,1,2,1,1,2
1210,3,5,5,3,4,4,4,3,4,3,2,1,1,3,2
1211,3,5,5,3,4,4,4,4,3,1,2,3,1,3,2
1212,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1213,4,3,4,4,3,3,3,5,4,2,1,3,1,2,2
1214,5,4,3,5,5,5,2,5,5,3,1,2,1,1,1
1215,1,1,1,1,1,1,5,1,1,2,3,1,2,5,2
1216,2,2,2,2,2,2,1,4,3,2,1,3,2,2,2
1217,5,4,3,5,5,5,2,5,5,3,1,2,2,1,1
1218,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
1219,2,2,2,2,2,2,1,4,3,2,1,3,1,2,1
1220,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
1221,4,3,4,4,3,3,3,3,4,3,1,2,1,2,2
1222,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1223,2,2,2,2,1,2,1,2,2,3,1,2,1,5,2
1224,5,4,3,5,5,5,2,5,5,3,1,2,1,5,2
1225,4,3,4,4,3,3,3,5,4,2,1,3,1,2,2
1226,1,1,1,1,1,1,5,1,1,2,3,1,2,1,2
1227,3,5,5,3,2,4,4,4,3,1,2,3,2,1,1
1228,4,5,4,4,4,4,4,3,4,3,2,1,2,1,2
1229,3,5,5,3,2,2,1,4,3,2,1,3,1,4,2
1230,3,2,5,3,2,2,1,4,3,2,1,3,1,2,2
1231,3,5,5,3,2,4,4,4,3,1,2,3,1,1,2
1232,4,3,4,4,3,3,3,5,4,2,1,3,1,5,1
1233,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1234,5,4,3,5,5,5,2,5,5,3,1,2,2,1,1
1235,5,4,3,5,5,5,2,5,5,3,1,2,1,3,1
1236,4,3,4,4,3,3,3,5,4,2,1,3,1,4,1
1237,4,3,4,4,3,3,3,3,4,3,1,2,2,2,2
1238,2,2,2,2,2,2,1,4,3,2,1,3,2,2,2
1239,4,3,4,4,3,3,3,3,4,3,1,2,1,1,2
1240,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1241,2,2,2,2,2,2,1,2,2,3,1,2,1,1,1
1242,1,1,1,1,1,1,5,1,1,2,3,1,2,1,2
1243,5,3,3,5,3,5,2,5,5,3,1,2,1,1,2
1244,4,3,4,4,4,4,4,3,4,3,2,1,2,2,2
1245,2,2,2,2,1,2,1,2,2,3,1,2,1,5,2
1246,2,2,2,2,2,2,1,2,2,3,1,2,1,1,2
1247,5,4,3,5,5,5,2,5,5,3,1,2,2,5,1
1248,3,5,5,3,2,4,4,4,3,1,2,3,2,3,2
1249,3,5,5,3,4,4,4,3,4,3,2,1,1,1,2
1250,5,4,3,5,5,5,2,5,5,3,1,2,1,4,2
1251,5,3,3,5,3,5,2,5,5,3,1,2,2,5,2
1252,4,3,4,4,3,3,3,5,4,2,1,3,1,2,2
1253,4,3,4,4,3,3,3,5,5,3,1,2,1,1,2
1254,3,5,5,3,4,4,4,3,4,3,2,1,1,2,2
1255,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
1256,2,2,2,2,1,2,1,2,2,3,1,2,3,3,2
1257,3,5,5,3,4,4,4,4,3,1,2,3,2,4,2
1258,3,5,5,3,4,4,4,3,4,3,2,1,2,3,1
1259,5,4,3,5,5,5,2,5,5,3,1,2,3,2,2
1260,2,2,2,2,1,2,1,2,2,3,1,2,1,4,2
1261,4,3,4,4,3,3,3,5,5,3,1,2,1,4,2
1262,4,3,4,4,3,3,3,5,5,3,1,2,1,3,1
1263,5,3,3,5,3,5,2,5,5,3,1,2,1,1,1
1264,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1265,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1266,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1267,2,2,2,2,2,2,1,2,2,3,1,2,1,2,1
1268,5,4,3,5,5,5,2,5,5,3,1,2,2,3,2
1269,2,2,2,2,2,2,1,4,3,2,1,3,1,2,2
1270,4,3,4,4,3,3,3,5,5,3,1,2,1,1,2
1271,3,5,5,3,4,4,4,3,4,3,2,1,2,1,2
1272,4,3,4,4,3,3,3,5,4,2,1,3,2,5,2
1273,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1274,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
1275,4,3,4,4,4,4,4,3,4,3,2,1,1,2,1
1276,3,5,5,3,2,2,1,4,3,2,1,3,1,5,1
1277,4,3,4,4,4,4,4,3,4,3,2,1,2,2,2
1278,4,3,4,4,3,3,3,3,4,3,1,2,2,5,1
1279,4,3,4,4,4,3,3,3,4,3,1,2,2,1,2
1280,3,5,5,3,2,2,1,4,3,2,1,3,1,2,2
1281,2,2,2,2,2,2,1,2,2,3,1,2,1,2,2
1282,3,5,5,3,2,2,1,4,3,2,1,3,2,2,2
1283,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
1284,3,5,5,3,2,2,1,4,3,2,1,3,1,3,2
1285,3,5,5,3,4,4,4,4,3,1,2,3,2,5,2
1286,1,1,1,1,1,1,5,1,1,2,3,1,2,2,1
1287,1,1,1,1,1,1,5,1,1,2,3,1,2,1,2
1288,2,2,2,2,2,2,1,2,2,3,1,2,2,1,2
1289,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
1290,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
